account_number,account_name,family,source
1715,Erhaltene Anzahlungen - Nachsteuer,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1716,-1716 99,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1717,"Erhaltene, versteuerte -1717 99 Anzahlungen 16 % USt (Verbindlichkeiten)",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1718,"Erhaltene, versteuerte -1718 99 Anzahlungen 19 % USt (Verbindlichkeiten)",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1719,Erhaltene Anzahlungen - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1720,Erhaltene Anzahlungen - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1721,Erhaltene Anzahlungen - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1722,Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1723,Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1725,Umsatzsteuer in Folgeperiode fällig (§§ 13 Abs. 1 Nr. 6 und 13b Abs. 2 UStG),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1728,Umsatzsteuer aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1729,Steuerzahlungen aus im anderen EU-Land steuerpflichtigen Leistungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1730,Kreditkartenabrechnung,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1731,Agenturwarenabrechnung,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1732,Erhaltene Kautionen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1733,Erhaltene Kautionen - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1734,Erhaltene Kautionen - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1735,Erhaltene Kautionen - Restlaufzeit größer 5 Jahre Seite 14 1 Finanz- und Privatkonten,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1752,Verbindlichkeiten aus Vermögensbildung - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1753,Verbindlichkeiten aus Vermögensbildung - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1754,Steuerzahlungen an andere Länder,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1755,Lohn- und Gehaltsver- rechnungskonto,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1756,Lohn- und Gehaltsver- rechnung nach § 11 Abs. 2 S. 2 EStG für § 4 Abs. 3 EStG,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1757,Verbindlichkeiten gegenüber Gesellschaft/ Gesamthand28),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1758,Sonstige Verbindlichkeiten aus genossenschaftlicher Rückvergütung,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1759,Voraussichtliche Beitragsschuld gegenüber den Sozial- versicherungsträgern,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1760,Umsatzsteuer nicht fällig,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1761,Umsatzsteuer nicht fällig 7 %,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1762,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1763,-1763 99,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1764,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen 19 %,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1765,-1765 99,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1766,Umsatzsteuer nicht fällig 19 %,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1767,Umsatzsteuer aus im anderen EU-Land steuerpflichtigen Lieferungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1768,Umsatzsteuer aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen/ Werklieferungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1769,Umsatzsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1770,Umsatzsteuer,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1771,Umsatzsteuer 7 %,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1772,Umsatzsteuer aus inner- gemeinschaftlichem Erwerb,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1773,-1773 99,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1774,Umsatzsteuer aus inner- gemeinschaftlichem Erwerb 19 % Seite 15 gr.- 1 ind. Finanz- und Privatkonten hl.ck,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1775,-1775 99,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1776,Umsatzsteuer 19 %,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1777,Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1778,Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen 19 %,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1779,Umsatzsteuer aus inner- gemeinschaftlichem Erwerb ohne Vorsteuerabzug,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1780,Umsatzsteuer- Vorauszahlungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1781,Umsatzsteuer- Vorauszahlungen 1/11,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1782,"Nachsteuer, UStVA Kz. 65",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1783,"In Rechnung unrichtig oder unberechtigt ausgewiesene Steuerbeträge, UStVA Kz. 69",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1784,Umsatzsteuer aus inner- gemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer- Identifikationsnummer,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1785,Umsatzsteuer nach § 13b UStG,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1786,-1786 99,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1787,Umsatzsteuer nach § 13b UStG 19 %,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1788,-1788 99,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1789,Umsatzsteuer laufendes Jahr,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1790,Umsatzsteuerverbind- lichkeiten Vorjahr,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1791,Umsatzsteuerverbind- lichkeiten frühere Jahre,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1792,Sonstige Verrechnungskonten (Interimskonto),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1793,Verrechnungskonto geleistete Anzahlungen bei Buchung über Kreditorenkonto,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1794,Umsatzsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1795,Verbindlichkeiten im Rahmen der sozialen Sicherheit für § 4 Abs. 3 EStG,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1796,"Ausgegebene Geschenkgutscheine Eigenformular, Nachdruck – au 1 Bi inanz- und Privatkonten Po 91 00 Privateinlagen (nur Einzelunternehmen)22) 00 00 Auszahlungen Sonst allgemein (TH), FK8) che A gen 01 00 09 99 10 00 Privatsteuern (TH), FK 11 00 19 99 20 00 Sonderausgaben beschränkt abzugsfähig (TH), FK 21 00 Zinse 29 99 che A 30 00 Sonderausgaben gen unbeschränkt abzugsfähig (TH), FK 31 00 39 99 40 00 Zuwendungen, Spenden (TH), FK 41 00 49 99 50 00 Außergewöhnliche Belastungen (TH), FK 51 00 59 99 60 00 Grundstücksaufwand (TH), FK 61 00 69 99 70 00 Grundstücksertrag (TH), FK 71 00 79 99 80 00 Unentgeltliche Wertabgaben (TH), FK 81 00 89 99 90 00 Einzahlungen (TH), FK8) 91 00 99 99 Eigenformular, Nachdruck – auch auszug 2 Abgrenzungskonten",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1797,Verbindlichkeiten aus Umsatzsteuer- Vorauszahlungen,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1798,"Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen, nur OSS",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1800,Privatentnahmen allgemein (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1801,Privatentnahmen allgemein (nur Einzelunternehmen)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1810,Privatsteuern (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1811,Privatsteuern (nur Einzelunternehmen)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1820,Sonderausgaben beschränkt abzugsfähig (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1821,Sonderausgaben beschränkt abzugsfähig (nur Einzelunterneh- men)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1830,Sonderausgaben unbeschränkt abzugsfähig (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1831,Sonderausgaben unbeschränkt abzugsfähig (nur Einzelunternehmen)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1840,"Zuwendungen, Spenden (VH)",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1841,"Zuwendungen, Spenden (nur Einzelunterneh- men)22)",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1850,Außergewöhnliche Belastungen (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1851,Außergewöhnliche Belastungen (nur Einzelunternehmen)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1860,Grundstücksaufwand (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1861,Grundstücksaufwand (nur Einzelunterneh- men)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1869,"Grundstücksaufwand (Umsatzsteuerschlüssel möglich, nur Einzelun- ternehmen)10), 22)",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1870,Grundstücksertrag (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1871,Grundstücksertrag (nur Einzelunternehmen)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1879,"Grundstücksertrag (Umsatzsteuerschlüssel möglich, nur Einzelun- ternehmen)10), 22)",Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1880,Unentgeltliche Wertabgaben (VH),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1881,Unentgeltliche Wertabgaben (nur Einzelunternehmen)22),Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
1890,Privateinlagen (VH) Seite 16 2 Abgrenzungskonten,Finanz- und Privatkonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2000,-2003 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2004,Verluste durch Verschmelzung und Umwandlung,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2006,-2006 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2007,Aufwendungen für Restrukturierungs- und Sanierungsmaßnahmen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2008,-2008 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2010,-2019 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2020,Periodenfremde Aufwendungen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2090,-2099 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2100,Zinsen und ähnliche Aufwendungen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2102,Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern § 4 Abs. 5b EStG,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2103,Steuerlich abzugsfähige andere Nebenleistungen zu Steuern,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2104,Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2105,Zinsaufwendungen § 233a AO nicht abzugsfähig,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2107,Zinsaufwendungen § 233a AO abzugsfähig,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2108,Zinsaufwendungen §§ 234 bis 237 AO nicht abzugsfähig,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2109,Zinsaufwendungen an verbundene Unternehmen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2110,Zinsaufwendungen für kurzfristige Verbindlichkeiten,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2111,Zinsaufwendungen §§ 234 bis 237 AO abzugsfähig,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2113,Nicht abzugsfähige Schuldzinsen nach § 4 Abs. 4a EStG (Hinzurechnungsbetrag),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2114,Zinsen für Gesellschafterdarlehen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2115,"Zinsen und ähnliche Aufwendungen §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 und Abs. 4 KStG9), 16)",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2116,"Zinsen und ähnliche Aufwendungen an verbundene Unternehmen §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 KStG9), 16) Seite 17 2 Abgrenzungskonten",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2117,Zinsen an Gesellschafter Z mit einer Beteiligung c von mehr als 25 % bzw. g diesen nahe stehende Z Personen c,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2118,Zinsen auf Kontokorrentkonten,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2119,Zinsaufwendungen für kurzfristige Verbindlichkeiten an verbundene Unternehmen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2120,Zinsaufwendungen Z für langfristige c Verbindlichkeiten g,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2123,Abschreibungen auf ein Agio oder Disagio/ Damnum zur Finanzierung,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2124,Abschreibungen auf ein Agio oder Disagio/ S Damnum zur c Finanzierung des g Anlagevermögens,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2125,"Zinsaufwendungen für Gebäude, die zum Betriebsvermögen gehören",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2126,Zinsen zur Finanzierung des Anlagevermögens,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2127,Renten und dauernde Lasten,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2128,Zinsaufwendungen für Kapitalüberlassung durch Mitunternehmer § 15 EStG (mit Sonder- betriebseinnahme korrespondierend) S,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2129,Zinsaufwendungen k für langfristige E Verbindlichkeiten S an verbundene k Unternehmen E,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2130,e -2139 99 m,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2140,Zinsähnliche t Aufwendungen S,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2141,Kreditprovisionen und k Verwaltungskostenbei- E träge,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2142,Zinsanteil der S Zuführungen zu k Pensionsrückstellungen E,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2143,"Zinsaufwendungen aus e der Abzinsung von auf m Rentenverpflichtungen t beruhenden S Verbindlichkeiten, für k die eine Gegenleistung E nicht mehr zu erwarten ist8)",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2144,Zinsaufwendungen aus der Abzinsung von Rückstellungen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2145,"Zinsaufwendungen aus der Abzinsung von Pensionsrückstellungen und ähnlichen/ vergleichbaren Verpflichtungen Eigenformular, Nachdruck – auch au 2 Abgrenzungskonten",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2146,Zinsaufwendungen aus der Abzinsung von Pensionsrückstellungen und ähnlichen/ vergleichbaren Verpflichtungen zur Verrechnung nach § 246 Abs. 2 HGB,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2147,Aufwendungen aus Ver- mögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2148,Steuerlich nicht abzugsfähige Zinsaufwendungen aus der Abzinsung von Rückstellungen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2149,Zinsähnliche Aufwendungen an verbundene Unternehmen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2150,Aufwendungen aus der Währungsumrechnung,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2151,Aufwendungen aus der Währungsumrechnung (nicht § 256a HGB),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2166,Aufwendungen aus Bewertung Finanzmittelfonds,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2170,Nicht abziehbare Vorsteuer,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2171,Nicht abziehbare Vorsteuer 7 %,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2174,-2175 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2176,Nicht abziehbare Vorsteuer 19 % K 2200 00 Körperschaftsteuer K 2203 00 Körperschaftsteuer für Vorjahre K 2204 00 Körperschaftsteuerer- stattungen für Vorjahre K 2208 00 Solidaritätszuschlag K 2209 00 Solidaritätszuschlag für Vorjahre K 2210 00 Solidaritätszuschlager- stattungen für Vorjahre K 2213 00 Kapitalertragsteuer 25 % K 2216 00 Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 25 %,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2218,Ausländische Steuer auf im Inland steuerfreie DBA-Einkünfte,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2219,Anrechnung / Abzug ausländische Quellensteuer Seite 18 2 Abgrenzungskonten,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2250,Aufwendungen aus der Zuführung und Auflösung von latenten Steuern,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2255,Erträge aus der Zuführung und Auflösung von latenten Steuern,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2260,Aufwendungen aus der Zuführung zu Steuer- rückstellungen für Steuerstundung (BStBK),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2265,Erträge aus der Auflösung von Steuer- rückstellungen für Steuerstundung (BStBK),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2281,Gewerbesteuernachzahlungen und Gewerbe- steuererstattungen für Vorjahre nach § 4 Abs. 5b EStG,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2283,Erträge aus der Auflösung von Gewer- besteuerrückstellungen nach § 4 Abs. 5b EStG,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2285,Steuernachzahlungen Vorjahre für sonstige Steuern,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2287,Steuererstattungen Vorjahre für sonstige Steuern,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2289,Erträge aus der Auflösung von Rückstellungen für sonstige Steuern,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2300,Sonstige Aufwendungen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2307,-2307 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2308,Sonstige nicht abziehbare Aufwendungen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2310,Anlagenabgänge,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2311,Anlagenabgänge immaterielle Vermö- gensgegenstände (Restbuchwert bei Buchverlust),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2312,Anlagenabgänge,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2313,Anlagenabgänge,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2315,Anlagenabgänge,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2316,"Anlagenabgänge immaterielle Vermö- gensgegenstände (Restbuchwert bei Buchgewinn) Eigenformular, Nachdruck – auch a 2 Abgrenzungskonten",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2317,Anlagenabgänge,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2320,-2320 99,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2323,-2323 99 K 2324 00 Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (Buchwert bei Buchverlust)9),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2325,Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) K 2326 00 Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG9),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2327,Abgang von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 S. 4 EStG K 2328 00 Abgang von Wirtschaftsgütern des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG nach § 4 Abs. 3 S. 4 EStG9),Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2339,Einstellungen in die steuerliche Rücklage nach § 4g EStG,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2342,Einstellungen in die steuerliche Rücklage nach § 6b Abs. 3 EStG,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2343,Einstellungen in die steuerliche Rücklage nach § 6b Abs. 10 EStG,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2344,Einstellungen in die Rücklage für Ersatzbeschaffung nach R 6.6 EStR,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2345,Einstellungen in sonstige steuerliche Rücklagen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2347,Aufwendungen aus dem Erwerb eigener Anteile,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2350,"Sonstige Grundstücks- aufwendungen (neutral) G 2375 00 Grundsteuer K 2380 00 Zuwendungen, Spenden, steuerlich nicht abziehbar K 2381 00 Zuwendungen, Spenden für wissenschaftliche und kulturelle Zwecke Seite 19 2 Abgrenzungskonten",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2382,"Zuwendungen, Spenden für mildtätige Zwecke",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2383,"Zuwendungen, Spenden für kirchliche, religiöse und gemeinnützige Zwecke",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2384,"Zuwendungen, Spenden an politische Parteien",Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
2385,Nicht abziehbare Hälfte der Aufsichtsratsvergütungen,Abgrenzungskonten,Canonical DATEV SKR 03 (NN=00 subset of Bau variant)
