account_number,account_name,family,source
0220,"Grundstücksgleiche Rechte (Erbbaurecht, Dauerwohnrecht, unbebaute Grundstücke)",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0225,Grundstücke mit Substanzverzehr,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0229,Grundstücksanteil des häuslichen Arbeitszimmers,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0230,Bauten auf eigenen Grundstücken und grundstücksgleichen Rechten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0235,Grundstückswerte eigener bebauter Grundstücke,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0240,Geschäftsbauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0250,Fabrikbauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0260,Andere Bauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0270,Garagen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0280,"Außenanlagen für Geschäfts-, Fabrik- und andere Bauten",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0285,Hof- und Wegebefestigungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0290,"Einrichtungen für Geschäfts-, Fabrik- und andere Bauten",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0300,Wohnbauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0305,Garagen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0310,Außenanlagen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0315,Hof- und Wegebefestigungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0320,Einrichtungen für Wohnbauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0329,Gebäudeteil des häuslichen Arbeitszimmers,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0330,Bauten auf fremden Grundstücken,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0340,Geschäftsbauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0350,Fabrikbauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0360,Wohnbauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0370,Andere Bauten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0380,Garagen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0390,Außenanlagen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0395,Hof- und Wegebefestigungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0398,"Einrichtungen für Geschäfts-, Fabrik-, Wohn- und andere Bauten",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0400,Technische Anlagen und Maschinen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0420,Technische Anlagen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0440,Maschinen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0450,Transportanlagen und Ähnliches,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0460,Maschinengebundene Werkzeuge,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0470,Betriebsvorrichtungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0500,"Andere Anlagen, Betriebs- und Geschäftsausstattung",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0510,Andere Anlagen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0520,Pkw,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0540,Lkw,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0560,Sonstige Transportmittel,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0620,Werkzeuge,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0630,Betriebsausstattung,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0635,Geschäftsausstattung,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0640,Ladeneinrichtung,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0650,Büroeinrichtung,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0660,Gerüst- und Schalungsmaterial,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0670,Geringwertige Wirtschaftsgüter,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0675,Wirtschaftsgüter (Sammelposten),Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0680,Einbauten in fremde Grundstücke,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0690,Sonstige Betriebs- und Geschäfts- ausstattung et Seite 1 0 4),Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0700,"Geleistete Anzahlungen und Ausleihungen an Anlagen im Bau Unternehmen,",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0705,Anzahlungen auf Grund und mit denen ein Be- Boden teiligungsverhält-,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0710,"Geschäfts-, Fabrik- und andere nis besteht Bauten im Bau auf eigenen Grund- stücken",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0720,"Anzahlungen auf Geschäfts-, Fabrik- und andere Bauten auf eigenen Grundstücken",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0725,Wohnbauten im Bau auf eigenen Wertpapiere des Grundstücken Anlagevermö-,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0735,Anzahlungen auf Wohnbauten auf gens eigenen Grundstücken,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0740,"Geschäfts-, Fabrik- und andere Bauten im Bau auf fremden Grund- stücken",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0750,"Anzahlungen auf Geschäfts-, Sonstige Ausleihungen Fabrik- und andere Bauten auf fremden Grundstücken",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0755,Wohnbauten im Bau auf fremden Grundstücken,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0765,Anzahlungen auf Wohnbauten auf fremden Grundstücken,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0770,Technische Anlagen und Maschinen im Bau,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0780,Anzahlungen auf technische Anlagen und Maschinen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0785,"Andere Anlagen, Betriebs- und Genossenschafts- Geschäftsausstattung im Bau anteile",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0795,"Anzahlungen auf andere Anlagen, Betriebs- und Geschäftsausstattung Rückdeckungsan- sprüche aus",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0800,Anteile an verbundenen Unternehrungen men (Anlagevermögen),Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0803,"Anteile an verbundenen Unterneh- men, Personengesellschaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0804,"Anteile an verbundenen Unterneh- men, Kapitalgesellschaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0805,"Anteile an herrschender oder mehr- heitlich beteiligter Gesellschaft, Personengesellschaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0806,Anteile einer GmbH & Co. KG an einer Komplementär-GmbH,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0808,"Anteile an herrschender oder mehr- heitlich beteiligter Gesellschaft, Kapitalgesellschaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0809,Anteile an herrschender oder mehr- heitlich beteiligter Gesellschaft,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0810,Ausleihungen an verbundene Unternehmen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0813,"Ausleihungen an verbundene Unternehmen, Personengesell- schaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0814,"Ausleihungen an verbundene Un- ternehmen, Kapitalgesellschaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0815,"Ausleihungen an verbundene Un- ternehmen, Einzelunternehmen",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0820,Beteiligungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0829,Beteiligung einer GmbH & Co. KG an einer Komplementär-GmbH,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0830,Typisch stille Beteiligungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0840,Atypisch stille Beteiligungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0850,Beteiligungen an Kapitalgesell- schaften,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0860,Beteiligungen an Personengesell- schaften 1 Bilanz- Umlaufvermögenskonten Posten2) KU 1000-1179 Forderungen aus V 1180-1189 Lieferungen und M 1190-1199 Leistungen oder KU 1200-1486 V 1487 sonstige Verbind KU 1488-1899 lichkeiten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0880,"Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0883,"Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Personengesellschaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0885,"Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Kapitalgesellschaften",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0900,Wertpapiere des Anlagevermögens,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0910,"Wertpapiere mit Gewinnbeteili- gungsansprüchen, die dem Teilein- künfteverfahren unterliegen",Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0920,Festverzinsliche Wertpapiere,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0930,Übrige sonstige Ausleihungen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0940,Darlehen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0960,Ausleihungen an Gesellschafter,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0961,Ausleihungen an GmbH-Gesell- schafter,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0962,Ausleihungen an persönlich haftende Gesellschafter,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0963,Ausleihungen an Kommanditisten,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0970,Ausleihungen an nahe stehende Personen,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0980,Genossenschaftsanteile zum langfristigen Verbleib,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
0990,Rückdeckungsansprüche aus Lebensversicherungen zum langfristigen Verbleib,Anlagevermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1000,"Roh-, Hilfs- und Betriebsstoffe -39 (Bestand)",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1040,"Unfertige Erzeugnisse, unfertige -49 Leistungen (Bestand)",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1050,Unfertige Erzeugnisse (Bestand),Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1080,Unfertige Leistungen (Bestand) -89 Forderungen aus Lieferungen und,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1090,In Ausführung befindliche Bauauf- Leistungen -94 träge H-Saldo,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1095,In Arbeit befindliche Aufträge,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1100,Fertige Erzeugnisse und Waren Forderungen aus -09 (Bestand) Lieferungen und,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1110,Fertige Erzeugnisse (Bestand) Leistungen oder -39 sonstige Verbind,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1140,Waren (Bestand) lichkeiten,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1180,Geleistete Anzahlungen auf Lieferungen und,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1181,Geleistete Anzahlungen 7 % Vorsteuer H-Saldo,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1182,"Geleistete Anzahlungen, 5 % Vorsteuer Forderungen aus",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1183,Lieferungen und,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1184,"Geleistete Anzahlungen, 16 % Vor- Leistungen steuer H-Saldo oder",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1185,sonstige Verbind,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1186,Geleistete Anzahlungen 19 % Vor- lichkeiten S-Sal steuer Forderungen ge-,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1190,Erhaltene Anzahlungen auf Bestelgen verbundene lungen (von Vorräten offen abge- Unternehmen setzt) oder Verbindlichkeite Forderungen und sonstige Ver- gegenüber ver- mögensgegenstände bundenen Unternehmen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1200,Forderungen aus Lieferungen und Leistungen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1201,Forderungen aus Lieferungen und -06 Leistungen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1210,Forderungen aus Lieferungen und -14 Leistungen ohne Kontokorrent,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1215,Forderungen aus Lieferungen und Leistungen zum allgemeinen Um- satzsteuersatz oder eines Kleinun- Forderungen ge- ternehmers (EÜR) gen verbundene,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1216,Forderungen aus Lieferungen und Unternehmen Leistungen zum ermäßigten Um- H-Saldo satzsteuersatz (EÜR),Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1217,Forderungen aus steuerfreien oder nicht steuerbaren Lieferungen und Leistungen (EÜR),Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1218,Forderungen aus Lieferungen und Leistungen nach Durchschnittssätzen nach § 24 UStG (EÜR),Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1219,Gegenkonto 1215-1218 bei Aufteilung der Forderungen nach Steu- ersätzen (EÜR) 1 Bilanz- Umlaufvermögenskonten Posten2),Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1220,Forderungen nach § 11 Abs. 1 Satz 2 EStG für § 4 Abs. 3 EStG,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1221,Forderungen aus Lieferungen und Leistungen ohne Kontokorrent – Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1225,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1230,Wechsel aus Lieferungen und Leistungen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1231,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1232,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1235,"Wechsel aus Lieferungen und Leistungen, bundesbankfähig",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1240,Zweifelhafte Forderungen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1241,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1245,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1246,Einzelwertberichtigungen auf Forderungen mit einer – Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1247,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1248,Pauschalwertberichtigung auf Forderungen mit einer – Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1249,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1250,Forderungen aus Lieferungen und Leistungen gegen Gesellschafter,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1251,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1255,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1258,Gegenkonto zu sonstigen Vermögensgegenständen bei Buchungen über Debitorenkonto,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1259,"Gegenkonto 1221-1229, 1240-1245,1250-1257, 1270-1279, 1290-1297 bei Aufteilung Debitorenkonto",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1260,Forderungen gegen verbundene Unternehmen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1261,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1265,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1266,Besitzwechsel gegen verbundene Unternehmen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1267,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1268,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1269,"Besitzwechsel gegen verbundene Unternehmen, bundesbankfähig",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1270,Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1271,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1275,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1276,Wertberichtigungen auf Forderungen gegen verbundene Unternehmen – Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1277,– Restlaufzeit größer 1 Jahr Seite 3 mm- 1 ung4),Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1280,"Forderungen gegen Unterneh- men, mit denen ein Beteiligungs- verhältnis besteht",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1281,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1285,– Restlaufzeit größer 1 Jahr Sonstige Vermö-,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1286,"Besitzwechsel gegen Unternehmen, gensgegenstände mit denen ein Beteiligungsverhältnis besteht",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1287,– Restlaufzeit bis 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1288,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1289,"Besitzwechsel gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, bundesbankfähig",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1290,"Forderungen aus Lieferungen und Leistungen gegen Unternehmen, Sonstige Vermö- mit denen ein Beteiligungsverhält- gensgegenstände nis besteht oder sonstige",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1291,– Restlaufzeit bis 1 Jahr Verbindlichkeiten,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1295,– Restlaufzeit größer 1 Jahr Sonstige Vermö-,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1296,"Wertberichtigungen auf Forderungen gegen Unternehmen, mit gensgegenstände denen ein Beteiligungsverhältnis besteht Sonstige Vermö- – Restlaufzeit bis 1 Jahr gensgegenstände",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1297,– Restlaufzeit größer 1 Jahr oder sonstige Verbindlichkeiten,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1298,"Ausstehende Einlagen auf das gezeichnete Kapital, eingefordert Sonstige Vermö- (Forderungen, nicht eingefor- gensgegenstände derte ausstehende Einlagen s. Konto 2910)",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1299,"Nachschüsse (Forderungen, Gegenkonto 2929) Aktiver Unter-",Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1300,Sonstige Vermögensgegenstände schiedsbetrag aus,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1301,– Restlaufzeit bis 1 Jahr der Vermögens-,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1305,– Restlaufzeit größer 1 Jahr verrechnung oder,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1307,Forderungen gegen GmbH-Gesell- Rückstellungen schafter für Pensionen und,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1308,– Restlaufzeit bis 1 Jahr ähnliche Ver-,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1309,– Restlaufzeit größer 1 Jahr pflichtungen,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1310,Forderungen gegen Vorstandsmit- glieder und Geschäftsführer Sonstige Vermö-,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1311,– Restlaufzeit bis 1 Jahr gensgegenstände,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1315,– Restlaufzeit größer 1 Jahr,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1317,Forderungen gegen persönlich haftende Gesellschafter,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
1318,– Restlaufzeit bis 1 Jahr Aktiver Unter-,Umlaufvermögen,"DATEV SKR 04 (Art.-Nr. 11175, 2023)"
