account_number,account_name,family,source
160700,Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuerabzug (EÜR),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
160900,Gegenkonto 1605-1607 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EÜR),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
161000,Verbindlichkeiten aus -1623 99 Lieferungen und Leistungen ohne Kontokorrent,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
162400,Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4 Abs. 3 EStG,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
162500,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
162600,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
162800,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
163000,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
163100,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
163500,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
163800,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen - Restlaufzeit größer 5 Jahre Seite 12 1 Finanz- und Privatkonten,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
164000,"Verbindlichkeiten aus Verbindlichkeit Lieferungen und gegenüber Gesel Leistungen gegenüber schaftern oder Unternehmen, mit Forderungen gedenen ein Beteiligungsgen Gesellschaf verhältnis besteht Verbindlichkeit gegenüber Gesel",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
164100,"Verbindlichkeiten aus schaftern Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungs- verhältnis besteht - Restlaufzeit bis 1 Jahr",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
164500,"Verbindlichkeiten aus Lieferungen und Verbindlichkeit Leistungen gegenüber gegenüber per- Unternehmen, mit sönlich haftend denen ein Beteiligungs- Gesellschaftern verhältnis besteht oder Forderunge - Restlaufzeit gegen persönlic 1 bis 5 Jahre haftende Gesell",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
164800,"Verbindlichkeiten aus schafter oder F Lieferungen und derungen gegen Leistungen gegenüber Gesellschafter Unternehmen, mit denen ein Beteiligungs- verhältnis besteht - Restlaufzeit größer 5 Jahre",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
165000,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
165100,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern - Restlaufzeit bis 1 Jahr Verbindlichkeit,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
165500,Verbindlichkeiten aus gegenüber Kom- Lieferungen und manditisten ode Leistungen gegenüber Forderungen ge- Gesellschaftern gen Kommandi- - Restlaufzeit tisten oder For 1 bis 5 Jahre rungen gegen Ge,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
165800,Verbindlichkeiten aus sellschafter Lieferungen und Leistungen gegenüber Gesellschaftern - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
165900,Gegenkonto 1625-1658 bei Aufteilung Kreditorenkonto,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
166000,"-1664 99 sonstige Verbin lichkeiten oder Sonstige Vermö- gensgegenstände Eigenformular, Nachdruck – auch auszugsweise – n gr.- 1 Bi ind. Finanz- und Privatkonten Po hl.ck",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
166500,Verbindlichkeiten gegenüber GmbH-Gesellschaftern,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
166600,Verbindlichkeiten gegenüber GmbH-Gesellschaftern - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
166700,Verbindlichkeiten gegenüber GmbH-Gesellschaftern - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
166800,Verbindlichkeiten gegenüber GmbH-Gesellschaftern - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167000,Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167100,Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167200,Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167300,Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167500,Verbindlichkeiten gegenüber Kommanditisten,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167600,Verbindlichkeiten gegenüber Kommanditisten - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167700,Verbindlichkeiten gegenüber Kommanditisten - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
167800,Verbindlichkeiten gegenüber Kommanditisten - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
169100,Verbindlichkeiten gegenüber Arbeitsgemeinschaften Seite 13 Progr.- 1 erbind. Finanz- und Privatkonten bschl.zweck,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
169200,Neutralisierung aufwandswirksamer Sachverhalte für § 4 Abs. 3 EStG,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
169300,Ergebnisneutrale Sachverhalte für § 4 Abs. 3 EStG,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
169500,Verbindlichkeiten gegenüber stillen Gesellschaftern,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
169600,Verbindlichkeiten gegenüber stillen Gesellschaftern - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
169700,Verbindlichkeiten gegenüber stillen Gesellschaftern - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
169800,Verbindlichkeiten gegenüber stillen Gesellschaftern - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170000,Sonstige Verbindlichkeiten Erhal lunge,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170010,Verbindlichkeiten aus lunge Pfändungen räten,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170100,Sonstige setzt Verbindlichkeiten - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170200,Sonstige Verbindlichkeiten - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170300,Sonstige Verbindlichkeiten - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170400,Sonstige Verbindlichkeiten nach sonst § 11 Abs. 2 S. 2 EStG für lichk § 4 Abs. 3 EStG Sonst,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170500,Darlehen gensg sonst,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170600,Darlehen lichk - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170700,Darlehen - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170800,Darlehen - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
170900,Gewinnverfügungssonst konto stille lichk Gesellschafter Sonst - sonstige gensg Verbindlichkeiten,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171000,Erhaltene Anzahlungen auf Bestellungen sonst (Verbindlichkeiten) lichk,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171010,Erhaltene Anzahlungen ohne erbrachte Leistungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171011,Erhaltene Anzahlungen ohne erbrachte Leistungen nach § 13b,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171100,"Erhaltene, versteuerte -1711 99 Anzahlungen 7 % USt (Verbindlichkeiten) Eigenformular, Nachdruck – auch auszug 1 Bilanz-/GuV- Finanz- und Privatkonten Posten HGB",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171200,"Erhaltene, versteuerte -1712 99 Anzahlungen 5 % USt (Verbindlichkeiten)",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171300,-1713 99,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171400,"Erhaltene, versteuerte -1714 99 Anzahlungen 0 % USt (Verbindlichkeiten)",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171500,Erhaltene Anzahlungen - Nachsteuer,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171600,-1716 99,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171700,"Erhaltene, versteuerte -1717 99 Anzahlungen 16 % USt (Verbindlichkeiten)",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171800,"Erhaltene, versteuerte -1718 99 Anzahlungen 19 % USt (Verbindlichkeiten)",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
171900,Erhaltene Anzahlungen - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172000,Erhaltene Anzahlungen - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172100,Erhaltene Anzahlungen - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172200,Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172210,Erhaltene Abschlags- zahlungen für erbrachte Leistungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172211,Erhaltene Abschlags- zahlungen für erbrachte Leistungen nach § 13b,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172300,Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172500,Umsatzsteuer in Folgeperiode fällig (§§ 13 Abs. 1 Nr. 6 und 13b Abs. 2 UStG),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172800,Umsatzsteuer aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
172900,Steuerzahlungen aus im anderen EU-Land steuerpflichtigen Leistungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173000,Kreditkartenabrechnung,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173100,Agenturwarenabrechnung,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173200,Erhaltene Kautionen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173300,Erhaltene Kautionen - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173400,Erhaltene Kautionen - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173500,Erhaltene Kautionen - Restlaufzeit größer 5 Jahre Seite 14 1 Finanz- und Privatkonten,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173600,Verbindlichkeiten aus sonstige Verbind- Steuern und Abgaben lichkeiten,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173700,Verbindlichkeiten aus Steuern und Abgaben - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173800,Verbindlichkeiten aus Steuern und Abgaben - Restlaufzeit 1 bis 5 Jahre sonstige Verbind-,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
173900,Verbindlichkeiten aus lichkeiten oder Steuern und Abgaben Sonstige Vermö- - Restlaufzeit größer gensgegenstände 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174000,Verbindlichkeiten aus Lohn und Gehalt,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174010,Verbindlichkeiten aus Arbeitszeitkonten,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174100,Verbindlichkeiten aus sonstige Verbind- Lohn- und lichkeiten Kirchensteuer,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174200,Verbindlichkeiten im Rahmen der sozialen sonstige Verbind- Sicherheit lichkeiten oder,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174210,Verbindlichkeiten an Sonstige Vermö- Sozialkassen (SOKA) gensgegenstände,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174211,Verbindlichkeiten Steuerrückstellun Winterbeschäftigen oder Sonstige gungs-Umlage Vermögensge-,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174212,Verbindlichkeiten genstände Ausbildungsumlage (AUGala),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174213,Verbindlichkeiten gegenüber Lohnausgleichskasse,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174300,Verbindlichkeiten im Rahmen der sozialen Sicherheit - Restlaufzeit bis 1 Jahr,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174400,Verbindlichkeiten im Rahmen der sozialen Sicherheit - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174500,Verbindlichkeiten im Rahmen der sozialen Sicherheit sonstige Verbind- - Restlaufzeit größer lichkeiten 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174600,"Verbindlichkeiten aus Einbehaltungen (KapESt und SolZ, KiSt auf KapESt) für offene Ausschüttungen",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174700,Verbindlichkeiten für Verbrauchsteuern sonstige Verbind-,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174800,Verbindlichkeiten für lichkeiten oder Einbehaltungen von Sonstige Vermö- Arbeitnehmern gensgegenstände,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
174900,Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175000,Verbindlichkeiten aus Vermögensbildung,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175100,"Verbindlichkeiten aus Vermögensbildung - Restlaufzeit bis 1 Jahr Eigenformular, Nachdruck – auch auszugsweise – nic gr.- 1 Bil ind. Finanz- und Privatkonten Pos hl.ck",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175200,Verbindlichkeiten aus Vermögensbildung - Restlaufzeit 1 bis 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175300,Verbindlichkeiten aus Vermögensbildung - Restlaufzeit größer 5 Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175400,Steuerzahlungen an andere Länder,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175500,Lohn- und Gehaltsver- rechnungskonto,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175600,Lohn- und Gehaltsver- rechnung nach § 11 Abs. 2 S. 2 EStG für § 4 Abs. 3 EStG,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175700,Verbindlichkeiten gegenüber Gesellschaft/ Gesamthand28),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175800,Sonstige Verbindlichkeiten aus genossenschaftlicher Rückvergütung,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
175900,Voraussichtliche Beitragsschuld gegenüber den Sozial- versicherungsträgern,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176000,Umsatzsteuer nicht fällig,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176100,Umsatzsteuer nicht fällig 7 %,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176200,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176300,-1763 99,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176400,Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen 19 %,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176500,-1765 99,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176600,Umsatzsteuer nicht fällig 19 %,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176700,Umsatzsteuer aus im anderen EU-Land steuerpflichtigen Lieferungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176800,Umsatzsteuer aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen/ Werklieferungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
176900,Umsatzsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177000,Umsatzsteuer,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177100,Umsatzsteuer 7 %,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177200,Umsatzsteuer aus inner- gemeinschaftlichem Erwerb,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177300,-1773 99,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177400,Umsatzsteuer aus inner- gemeinschaftlichem Erwerb 19 % Seite 15 rogr.- 1 rbind. Finanz- und Privatkonten schl.weck,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177500,-1775 99,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177600,Umsatzsteuer 19 %,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177700,Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177800,Umsatzsteuer aus im Inland steuerpflichtigen Kapita EU-Lieferungen 19 % persön,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
177900,Umsatzsteuer aus innerden Ge gemeinschaftlichem Entnah Erwerb ohne Vorsteuerabzug,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178000,Umsatzsteuer- Kapita Vorauszahlungen persön,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178100,Umsatzsteuerden Ge Vorauszahlungen 1/11 Entnah,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178200,"Nachsteuer, UStVA Kz. 65 Kapita",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178300,"In Rechnung unrichtig persön oder unberechtigt den Ge ausgewiesene Entnah Steuerbeträge, UStVA Kz. 69",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178400,Umsatzsteuer aus inner- gemeinschaftlichem Kapita Erwerb von persön Neufahrzeugen von den Ge Lieferanten ohne Entnah Umsatzsteuer- Identifikationsnummer,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178500,Umsatzsteuer nach § 13b UStG Kapita,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178600,persön -1786 99 den Ge,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178700,Umsatzsteuer nach Entnah § 13b UStG 19 %,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178800,-1788 99 Kapita,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
178900,Umsatzsteuer persön laufendes Jahr den Ge,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179000,Umsatzsteuerverbind- lichkeiten Vorjahr Entnah,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179100,Umsatzsteuerverbind- lichkeiten frühere Jahre,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179200,Sonstige Verrechnungs- Kapita konten (Interimskonto) persön,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179210,Verrechnungskonto den Ge Urlaubsvergütung Entnah,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179211,Verrechnungskonto Kurzarbeitergeld und Saison-Kurzarbeitergeld (Kug/Saison-Kug),Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179212,"Verrechnungskonto Aufwendungsaus- gleichsgesetz (AAG), Kapita Entgeltfortzahlungspersön gesetz (EFZG) und den Ge Mutterschaftsgeld Entnah (MSG)",Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179300,Verrechnungskonto geleistete Anzahlungen bei Buchung über Kreditorenkonto,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
179400,Umsatzsteuer aus Kapita Erwerb als letzter persön Abnehmer innerhalb den Ge eines Dreiecksgeschäfts Entnah,Finanz- und Privatkonten,"DATEV SKR 03 Bau und Handwerk (Art.-Nr. 19606, 2026)"
