rank,word,freq,#texts,%caps
1821,wednesday,53720,32080,1.0
1822,cook,53711,21966,0.36
1823,presented,53695,33101,0.02
1824,exist,53676,34717,0.01
1825,perspective,53634,33079,0.04
1826,famous,53632,36676,0.05
1827,soldiers,53584,21367,0.06
1828,placed,53554,37175,0.01
1829,dress,53534,25896,0.06
1830,novel,53509,20462,0.04
1831,fourth,53506,35812,0.22
1832,requires,53459,36267,0.01
1833,favor,53451,37701,0.01
1834,lawyer,53448,26669,0.04
1835,suggests,53389,34364,0.0
1836,decade,53352,38023,0.02
1837,bear,53348,30230,0.2
1838,snow,53292,19518,0.2
1839,plenty,53259,40351,0.08
1840,background,53192,34037,0.08
1841,abuse,53146,21784,0.07
1842,missed,53126,37269,0.03
1843,exchange,53102,30557,0.18
1844,views,53040,31772,0.03
1845,empty,53021,32811,0.05
1846,attacks,53016,27190,0.02
1847,minister,52984,23002,0.47
1848,ed,52976,18655,0.71
1849,candidates,52968,22607,0.03
1850,developing,52958,31555,0.05
1851,supreme,52946,21059,0.86
1852,shop,52876,30548,0.11
1853,conflict,52757,25793,0.05
1854,identified,52706,29827,0.01
1855,signed,52698,35480,0.04
1856,website,52692,27936,0.05
1857,tests,52681,24412,0.05
1858,materials,52595,24692,0.09
1859,colorado,52501,20183,1.0
1860,shared,52411,35589,0.02
1861,options,52407,32794,0.05
1862,restaurant,52382,24849,0.1
1863,relations,52373,25713,0.14
1864,baseball,52311,20364,0.16
1865,practices,52294,24649,0.05
1866,stick,52290,35841,0.1
1867,soul,52277,27741,0.1
1868,fellow,52259,37787,0.07
1869,terrible,52192,35078,0.05
1870,yards,52139,17897,0.03
1871,link,52133,29662,0.08
1872,thousand,52115,30900,0.05
1873,relatively,52074,35384,0.01
1874,signs,52066,35345,0.05
1875,japan,52047,18003,0.99
1876,tend,52027,35672,0.0
1877,coast,52025,27850,0.49
1878,construction,51969,27735,0.09
1879,proud,51946,35280,0.04
1880,option,51915,31739,0.04
1881,angry,51907,32233,0.06
1882,flight,51904,23667,0.14
1883,helps,51894,38842,0.02
1884,forever,51864,36051,0.09
1885,desire,51859,32167,0.03
1886,moon,51840,18897,0.41
1887,sad,51817,32621,0.07
1888,kinds,51809,36472,0.01
1889,extremely,51796,38079,0.03
1890,lucky,51795,34059,0.16
1891,corporate,51727,25722,0.1
1892,prior,51686,30735,0.15
1893,storm,51639,22198,0.16
1894,regarding,51573,29548,0.11
1895,experts,51528,33020,0.1
1896,via,51451,33545,0.05
1897,wine,51444,20326,0.1
1898,importance,51421,31922,0.03
1899,feelings,51419,30311,0.02
1900,appreciate,51410,35857,0.06
1901,heads,51401,35833,0.05
1902,letters,51398,27525,0.12
1903,unit,51383,26396,0.12
1904,emotional,51367,29204,0.04
1905,suit,51283,29410,0.05
1906,lunch,51274,29557,0.08
1907,shoot,51265,27318,0.12
1908,traffic,51210,26419,0.08
1909,van,51199,20194,0.54
1910,division,51169,27240,0.43
1911,salt,51032,18023,0.22
1912,literature,50953,21245,0.11
1913,driver,50904,24742,0.09
1914,aside,50890,37193,0.11
1915,wake,50890,33905,0.18
1916,charges,50878,29031,0.02
1917,ryan,50878,16624,0.99
1918,adults,50873,26502,0.05
1919,medicine,50870,24159,0.31
1920,possibility,50842,35626,0.01
1921,equipment,50808,28594,0.04
1922,expensive,50806,34336,0.03
1923,joined,50806,37773,0.02
1924,luck,50803,31971,0.08
1925,bright,50792,32935,0.09
1926,emergency,50758,26887,0.14
1927,readers,50747,24943,0.09
1928,methods,50737,24994,0.11
1929,mistake,50724,34703,0.02
1930,banks,50719,18696,0.17
1931,tired,50718,33632,0.04
1932,truck,50714,21298,0.05
1933,em,50680,19665,0.11
1934,recognize,50674,36009,0.02
1935,indian,50633,15890,0.99
1936,waste,50599,26566,0.07
1937,classes,50595,26061,0.03
1938,matters,50521,35200,0.05
1939,border,50492,20990,0.09
1940,alternative,50471,30570,0.06
1941,facebook,50401,19994,0.94
1942,match,50381,31579,0.05
1943,institutions,50377,21618,0.03
1944,bet,50349,31727,0.09
1945,rain,50323,24498,0.11
1946,victory,50290,29505,0.07
1947,winning,50270,32571,0.06
1948,sees,50217,31949,0.02
1949,opportunities,50213,30459,0.03
1950,providing,50210,34284,0.04
1951,busy,50195,36216,0.04
1952,ben,50170,15978,0.98
1953,carried,50169,34545,0.01
1954,google,50143,14923,0.93
1955,victims,50089,24653,0.04
1956,fox,50042,19324,0.88
1957,stress,50001,23579,0.06
1958,score,49993,23982,0.07
1959,breath,49989,27994,0.02
1960,harry,49987,14799,0.99
1961,bus,49939,22024,0.07
1962,allows,49919,36084,0.01
1963,ultimately,49912,36307,0.18
1964,unfortunately,49893,37443,0.67
1965,begins,49863,34534,0.03
1966,youth,49847,24222,0.17
1967,businesses,49841,26667,0.04
1968,core,49811,28314,0.11
1969,gift,49750,28678,0.08
1970,connection,49739,32799,0.05
1971,fly,49696,28950,0.08
1972,aid,49661,25028,0.09
1973,educational,49650,20375,0.15
1974,larry,49632,14403,0.99
1975,neck,49609,27294,0.04
1976,comfortable,49595,35989,0.01
1977,increasing,49557,32296,0.04
1978,forest,49549,18536,0.34
1979,mayor,49524,18991,0.48
1980,useful,49507,31338,0.03
1981,noticed,49490,34266,0.01
1982,boat,49485,18493,0.06
1983,chairman,49469,27018,0.33
1984,digital,49469,19588,0.18
1985,grade,49468,22170,0.13
1986,japanese,49459,15908,0.99
1987,entirely,49396,35580,0.01
1988,selling,49361,32110,0.04
1989,tools,49359,27536,0.07
1990,operation,49354,28168,0.14
1991,explained,49339,32787,0.01
1992,equal,49320,29342,0.06
1993,russian,49304,16510,0.99
1994,pages,49269,28857,0.1
1995,lights,49245,27640,0.1
1996,village,49226,21094,0.25
1997,williams,49179,18649,1.0
1998,sample,49159,17533,0.07
1999,stands,49137,32695,0.02
2000,england,49114,26029,0.99
2001,adult,49082,27375,0.08
2002,identify,49061,31138,0.03
2003,owner,49004,30828,0.05
2004,lies,48959,30738,0.05
2005,specifically,48953,33536,0.16
2006,shoulder,48861,26218,0.02
2007,cast,48815,31086,0.05
2008,walls,48734,28409,0.04
2009,scores,48733,17410,0.05
2010,bringing,48712,39071,0.05
2011,boston,48708,24719,1.0
2012,lying,48688,29804,0.05
2013,understood,48645,32259,0.04
2014,soviet,48591,12404,0.99
2015,proposed,48566,27892,0.03
2016,fan,48550,29015,0.07
2017,determined,48519,34908,0.02
2018,guide,48392,30955,0.25
2019,coverage,48364,22355,0.03
2020,hole,48355,25447,0.08
2021,fingers,48334,26310,0.03
2022,ring,48322,24620,0.12
2023,valley,48322,22733,0.73
2024,managed,48291,34239,0.02
2025,henry,48248,17837,0.99
2026,apply,48236,30278,0.05
2027,location,48188,29488,0.08
2028,farm,48171,21154,0.2
2029,cuts,48140,24583,0.03
2030,o,48131,18545,0.58
2031,taste,48112,28428,0.06
2032,elements,48110,26712,0.04
2033,expression,48093,23313,0.02
2034,carolina,48078,22106,1.0
2035,figures,48016,30905,0.08
2036,blame,47985,30676,0.04
2037,photos,47981,26296,0.16
2038,bodies,47973,27466,0.03
2039,careful,47897,34953,0.1
2040,hang,47812,32000,0.21
2041,unidentified,47749,10414,0.94
2042,discuss,47732,34907,0.03
2043,domestic,47727,23933,0.07
2044,shoes,47706,25977,0.05
2045,pointed,47696,32844,0.0
2046,ass,47690,19780,0.04
2047,testing,47620,23639,0.08
2048,faces,47572,33687,0.04
2049,soft,47571,30098,0.05
2050,quarter,47567,26628,0.07
2051,markets,47560,21942,0.06
2052,wood,47531,22663,0.27
2053,universe,47411,18031,0.14
2054,german,47392,18917,0.99
2055,dear,47261,24491,0.35
2056,massive,47175,32911,0.04
2057,honest,47172,31976,0.05
2058,chicken,47161,19284,0.15
2059,gain,47151,32708,0.02
2060,northern,47107,25994,0.45
2061,era,46925,29117,0.18
2062,excellent,46883,32978,0.18
2063,highest,46821,32976,0.02
2064,sugar,46807,17843,0.14
2065,supply,46795,26919,0.05
2066,houston,46790,17028,1.0
2067,respond,46765,33156,0.01
2068,enter,46752,33610,0.11
2069,urban,46752,21792,0.19
2070,jewish,46744,13773,0.99
2071,yours,46737,29630,0.08
2072,germany,46720,19957,0.99
2073,buying,46714,30992,0.05
2074,dogs,46661,19743,0.09
2075,operations,46654,26300,0.08
2076,liberal,46625,20450,0.1
2077,draw,46608,34055,0.04
2078,email,46575,23058,0.12
2079,funding,46537,23895,0.05
2080,fix,46519,30181,0.08
2081,artists,46515,18385,0.09
2082,ends,46464,34675,0.02
2083,february,46449,27664,1.0
2084,illegal,46429,23194,0.04
2085,answers,46425,31510,0.06
2086,prime,46411,26631,0.41
2087,significantly,46404,24162,0.03
2088,experienced,46402,32087,0.02
2089,humans,46277,20524,0.09
2090,roll,46264,30188,0.16
2091,tea,46245,20205,0.28
2092,moments,46238,31840,0.07
2093,keeps,46226,35525,0.03
2094,eastern,46205,26288,0.62
2095,housing,46202,19595,0.13
2096,hoping,46179,35973,0.04
2097,democracy,46084,17798,0.14
2098,canada,46067,20172,0.99
2099,believes,46060,33558,0.0
2100,largely,46007,33155,0.01
2101,gender,45977,14236,0.1
2102,fuel,45931,18492,0.05
2103,initial,45825,30064,0.05
2104,serving,45765,27566,0.11
2105,committed,45721,31935,0.02
2106,planned,45704,33503,0.09
2107,stuck,45673,33231,0.03
2108,houses,45671,27448,0.05
2109,france,45670,21243,0.99
2110,brothers,45639,25295,0.25
2111,unlike,45638,36398,0.43
2112,maintain,45628,33039,0.02
2113,fill,45602,34734,0.07
2114,findings,45600,19753,0.07
2115,reaction,45544,29992,0.02
2116,affect,45528,30277,0.01
2117,guilty,45473,24920,0.06
2118,pair,45454,30266,0.03
2119,super,45431,24288,0.54
2120,beauty,45399,27228,0.15
2121,holy,45383,21094,0.62
2122,constitution,45379,16291,0.7
2123,grown,45333,33973,0.01
2124,magic,45296,22995,0.25
2125,everywhere,45285,34015,0.09
2126,internal,45271,26024,0.12
2127,remove,45253,28320,0.2
2128,drinking,45236,24884,0.05
2129,self,45143,22595,0.09
2130,assessment,45123,17871,0.14
2131,ohio,45069,21233,1.0
2132,shift,45046,30336,0.04
2133,treated,45041,30330,0.01
2134,increasingly,44981,31607,0.05
2135,communication,44956,22167,0.1
2136,besides,44873,33417,0.62
2137,fbi,44760,13166,0.98
2138,necessarily,44714,32987,0.0
2139,extent,44585,27464,0.01
2140,horse,44581,18097,0.12
2141,leads,44539,32345,0.01
2142,previously,44525,33365,0.12
2143,opposite,44480,32012,0.08
2144,seek,44453,31580,0.04
2145,marketing,44345,21630,0.12
2146,bridge,44312,21350,0.29
2147,cnn,44295,13546,1.0
2148,songs,44256,18244,0.06
2149,argue,44245,29569,0.01
2150,assume,44239,30543,0.03
2151,scared,44238,26300,0.04
2152,wedding,44167,17623,0.07
2153,acting,44150,29995,0.06
2154,pushed,44109,31177,0.01
2155,treat,44065,30957,0.05
2156,parent,44061,21976,0.07
2157,votes,43917,17919,0.06
2158,challenges,43872,28148,0.05
2159,plastic,43853,23678,0.05
2160,confidence,43844,29253,0.03
2161,beer,43834,19837,0.09
2162,usual,43822,32729,0.01
2163,yellow,43817,24778,0.15
2164,grace,43785,17921,0.47
2165,occurred,43749,30133,0.0
2166,smoke,43722,22635,0.08
2167,creative,43693,25871,0.12
2168,gray,43685,23559,0.29
2169,device,43659,20089,0.03
2170,newspaper,43644,25715,0.05
2171,likes,43595,32078,0.03
2172,don,43589,17440,0.73
2173,painting,43553,14313,0.06
2174,describe,43523,31061,0.04
2175,dealing,43454,32345,0.03
2176,uncle,43444,16026,0.55
2177,forth,43439,29867,0.02
2178,hardly,43425,32127,0.07
2179,cards,43361,22983,0.07
2180,elected,43297,24695,0.02
2181,vs,43297,17687,0.05
2182,bunch,43296,30516,0.05
2183,personally,43284,30566,0.17
2184,map,43265,22139,0.14
2185,silver,43234,22284,0.32
2186,pounds,43222,23545,0.02
2187,victim,43191,22306,0.05
2188,considering,43163,33543,0.15
2189,ensure,43117,29633,0.02
2190,passing,43112,30770,0.05
2191,carefully,43079,31658,0.04
2192,agencies,43064,21469,0.03
2193,chest,43029,23199,0.03
2194,afford,42994,29997,0.01
2195,remained,42963,29612,0.0
2196,meat,42940,18809,0.06
2197,jury,42892,13350,0.05
2198,daddy,42885,15050,0.66
2199,ancient,42878,22880,0.1
2200,dan,42854,18262,0.98
2201,assistant,42850,27918,0.19
2202,object,42782,20731,0.03
2203,long-term,42780,26095,0.05
2204,classroom,42777,14064,0.06
2205,fashion,42746,25586,0.11
2206,talks,42734,28622,0.03
2207,desk,42723,21821,0.03
2208,boss,42700,22270,0.14
2209,tony,42633,15617,0.94
2210,fired,42627,26031,0.02
2211,jump,42623,28658,0.09
2212,ought,42612,25245,0.02
2213,faster,42591,28654,0.05
2214,doors,42582,27147,0.05
2215,laugh,42571,26843,0.04
2216,tradition,42569,23747,0.05
2217,suspect,42566,26715,0.03
2218,intended,42546,30186,0.01
2219,rare,42529,31869,0.04
2220,pool,42521,22879,0.06
2221,accident,42428,24331,0.02
2222,theater,42399,18697,0.26
2223,accepted,42360,30554,0.03
2224,admit,42359,30634,0.03
2225,sight,42358,29255,0.03
2226,id,42350,9930,0.81
2227,fields,42342,23923,0.11
2228,barely,42336,31638,0.04
2229,vehicle,42329,20423,0.04
2230,crew,42323,20400,0.08
2231,meanwhile,42314,32695,0.78
2232,represent,42300,29092,0.0
2233,essential,42270,27899,0.04
2234,charlie,42265,12031,0.98
2235,pattern,42263,24553,0.02
2236,moves,42242,28255,0.03
2237,choices,42222,27029,0.03
2238,circumstances,42025,28357,0.01
2239,somewhat,41949,30907,0.03
2240,rising,41918,29139,0.09
2241,struggle,41878,28148,0.03
2242,charged,41871,27959,0.01
2243,capacity,41857,23624,0.02
2244,clients,41836,18945,0.03
2245,proper,41829,28957,0.03
2246,feature,41800,27836,0.04
2247,cat,41798,17338,0.21
2248,giant,41798,27883,0.1
2249,breaking,41735,31406,0.13
2250,sport,41725,17216,0.12
2251,removed,41720,29877,0.01
2252,voting,41715,17154,0.08
2253,surgery,41702,16973,0.06
2254,thin,41675,26993,0.05
2255,regional,41670,20827,0.18
2256,grant,41658,21824,0.46
2257,False,41624,24226,0.07
2258,pop,41624,24405,0.27
2259,supported,41593,28872,0.01
2260,jeff,41587,17116,0.97
2261,saved,41574,28718,0.04
2262,remaining,41572,28546,0.02
2263,percentage,41545,23730,0.05
2264,conducted,41541,24709,0.0
2265,contrast,41534,27049,0.02
2266,display,41516,25229,0.04
2267,brings,41513,33374,0.02
2268,nose,41500,24816,0.03
2269,weird,41500,24646,0.08
2270,falling,41496,30424,0.05
2271,typically,41493,28852,0.11
2272,adding,41455,32982,0.09
2273,application,41440,20171,0.06
2274,hollywood,41422,19828,0.99
2275,ocean,41411,19390,0.28
2276,silence,41410,23123,0.12
2277,singing,41382,19740,0.21
2278,india,41352,14243,0.99
2279,denver,41321,13556,1.0
2280,tight,41298,29192,0.05
2281,solid,41199,29200,0.06
2282,applied,41169,25747,0.09
2283,existing,41128,25413,0.03
2284,temperature,41117,16025,0.03
2285,golden,41102,25236,0.45
2286,danger,41048,28449,0.05
2287,stores,41045,22263,0.05
2288,whoa,41003,13634,0.71
2289,reporting,40933,24200,0.08
2290,merely,40847,26986,0.02
2291,typical,40795,29941,0.07
2292,k,40774,14822,0.86
2293,revealed,40772,27708,0.01
2294,request,40768,25490,0.04
2295,manner,40738,27123,0.01
2296,consequences,40699,25793,0.03
2297,owners,40676,22686,0.04
2298,kevin,40663,16340,0.97
2299,facing,40662,31739,0.06
2300,guns,40647,18212,0.07
2301,smell,40643,23513,0.04
2302,causes,40625,26966,0.03
2303,offering,40606,30960,0.03
2304,pleasure,40602,26818,0.08
2305,metal,40580,22109,0.07
2306,fault,40549,25279,0.03
2307,suppose,40531,24845,0.12
2308,consumer,40516,19953,0.19
2309,puts,40507,29932,0.02
2310,jr,40506,20514,0.98
2311,documents,40504,19999,0.05
2312,sets,40497,27891,0.03
2313,authorities,40475,23370,0.1
2314,holds,40473,28881,0.02
2315,subjects,40455,17440,0.08
2316,birthday,40452,20835,0.08
2317,classic,40444,28780,0.18
2318,strike,40442,23708,0.09
2319,mix,40399,28021,0.11
2320,flow,40346,23335,0.04
2321,copy,40331,23914,0.1
2322,leg,40318,21986,0.03
2323,examples,40215,24471,0.11
2324,lawyers,40211,18426,0.09
2325,belief,40181,23124,0.03
2326,relative,40106,23440,0.04
2327,frequently,40068,28576,0.04
2328,tool,40067,23897,0.08
2329,dozen,40026,31094,0.02
2330,print,40026,20471,0.17
2331,tape,40016,20454,0.04
2332,positions,39994,25406,0.01
2333,reference,39983,23191,0.09
2334,flat,39967,26257,0.06
2335,excited,39938,28582,0.02
2336,donald,39889,15581,1.0
2337,mad,39889,24594,0.15
2338,estate,39887,19757,0.1
2339,defined,39885,23402,0.01
2340,observed,39867,20443,0.01
2341,stayed,39818,29591,0.01
2342,basketball,39812,16731,0.11
2343,jail,39797,20527,0.07
2344,degrees,39784,22516,0.03
2345,sarah,39774,12038,0.98
2346,strategies,39768,17713,0.08
2347,opposition,39766,21183,0.04
2348,seeking,39763,30135,0.05
2349,sale,39762,23585,0.07
2350,dreams,39717,24088,0.09
2351,powers,39671,20254,0.14
2352,tall,39669,25636,0.07
2353,legislation,39617,19346,0.03
2354,responses,39562,19995,0.14
2355,harder,39555,30096,0.03
2356,ha,39540,10628,0.52
2357,louis,39524,17879,0.99
2358,paris,39505,16534,0.98
2359,immigration,39498,11554,0.14
2360,buildings,39472,21840,0.03
2361,drew,39447,24067,0.32
2362,milk,39441,17372,0.08
2363,limit,39438,26689,0.04
2364,michigan,39399,17902,1.0
2365,net,39387,20474,0.18
2366,flying,39381,24463,0.11
2367,elections,39380,18064,0.06
2368,recognized,39301,27742,0.01
2369,brian,39299,16262,0.98
2370,rice,39281,15012,0.44
2371,accounts,39246,24319,0.03
2372,davis,39237,15254,0.99
2373,joining,39196,26723,0.2
2374,studio,39195,20342,0.17
2375,articles,39171,22107,0.1
2376,agents,39155,19477,0.06
2377,literally,39140,29618,0.06
2378,till,39109,23486,0.11
2379,existence,39104,23679,0.01
2380,attitude,39101,26116,0.04
2381,y,39067,11348,0.5
2382,consumers,39066,17704,0.09
2383,inc,39049,18693,0.99
2384,patterns,39038,19939,0.03
2385,entered,39034,27895,0.01
2386,reduced,39031,26198,0.02
2387,objects,39026,16713,0.03
2388,headed,38983,29037,0.02
2389,ladies,38965,21310,0.3
2390,usa,38923,18592,0.99
2391,voted,38923,20549,0.02
2392,technical,38904,22340,0.12
2393,jews,38900,9831,0.98
2394,relief,38862,24720,0.08
2395,papers,38854,21770,0.09
2396,client,38835,15503,0.04
2397,vast,38828,28769,0.02
2398,finds,38826,28253,0.02
2399,achieve,38774,27215,0.01
2400,nearby,38750,28902,0.05
2401,feed,38734,25191,0.06
2402,woods,38734,17213,0.41
2403,escape,38659,26004,0.05
2404,consistent,38632,23714,0.05
2405,ray,38623,13261,0.9
2406,abc,38610,12029,0.99
2407,length,38592,23879,0.03
2408,enforcement,38573,18022,0.1
2409,explains,38521,27185,0.02
2410,authors,38512,17667,0.06
2411,sharing,38506,25054,0.06
2412,bird,38464,16528,0.25
2413,reporter,38431,21651,0.24
2414,introduced,38390,28319,0.02
2415,writers,38346,19938,0.1
2416,survive,38329,27561,0.02
2417,films,38313,15116,0.06
2418,completed,38312,26222,0.01
2419,expert,38312,26210,0.07
2420,dying,38305,25066,0.05
2421,commitment,38299,24446,0.03
2422,colleagues,38290,24717,0.01
2423,enemy,38283,20110,0.06
2424,kennedy,38241,13905,1.0
2425,abortion,38196,9547,0.06
2426,e-mail,38177,21457,0.18
2427,ad,38146,18427,0.17
2428,israeli,38119,8318,1.0
2429,allowing,38117,30178,0.03
2430,intervention,38117,12877,0.06
2431,teeth,38092,22058,0.02
2432,perform,38086,26192,0.02
2433,eric,38072,16043,0.98
2434,upset,38067,26569,0.02
2435,relevant,38066,22162,0.02
2436,panel,38037,18468,0.13
2437,cry,38019,24621,0.06
2438,stated,38017,23312,0.01
2439,tim,38002,15876,0.98
2440,inches,37988,18664,0.01
2441,acts,37950,23451,0.13
2442,perfectly,37948,28532,0.03
2443,orange,37938,20958,0.37
2444,wave,37926,23269,0.1
2445,creation,37900,22351,0.07
2446,calm,37887,25117,0.14
2447,album,37885,11883,0.05
2448,solar,37854,9719,0.16
2449,amendment,37836,11771,0.59
2450,combined,37835,27865,0.05
2451,fewer,37779,27215,0.05
2452,int,37760,1801,0.98
2453,broad,37734,27030,0.06
2454,carrying,37701,27674,0.03
2455,trail,37678,18497,0.24
2456,upper,37645,24057,0.17
2457,chose,37639,28763,0.01
2458,daniel,37605,15860,0.99
2459,loves,37605,25836,0.05
2460,wondering,37601,27932,0.03
2461,paint,37599,19569,0.06
2462,blow,37574,26618,0.07
2463,matt,37504,14843,0.98
2464,jersey,37499,20294,0.89
2465,operating,37485,24101,0.06
2466,advanced,37483,24368,0.15
2467,conclusion,37460,26572,0.18
2468,cream,37460,17664,0.11
2469,muslim,37432,11174,0.95
2470,thick,37384,24486,0.03
2471,zone,37377,20996,0.19
2472,visual,37370,16131,0.11
2473,chapter,37359,19373,0.36
2474,ordered,37323,26025,0.01
2475,promised,37317,27564,0.03
2476,whenever,37295,29049,0.27
2477,revolution,37278,18592,0.36
2478,birds,37247,15484,0.11
2479,bible,37219,14079,0.88
2480,rush,37211,23398,0.3
2481,suffering,37171,23911,0.02
2482,assistance,37158,21307,0.09
2483,reasonable,37114,23490,0.02
2484,definition,37107,20445,0.04
2485,essentially,37076,27302,0.08
2486,duty,37063,22476,0.07
2487,circle,37039,22033,0.24
2488,shirt,37014,20497,0.03
2489,wilson,37008,13653,1.0
2490,brief,36989,27174,0.07
2491,afghanistan,36973,12089,1.0
2492,convention,36972,15357,0.38
2493,reader,36926,17319,0.19
2494,advance,36903,25956,0.05
2495,miller,36870,14699,0.99
2496,politicians,36857,21735,0.06
2497,devices,36856,17407,0.04
2498,command,36846,19899,0.17
2499,airport,36793,17856,0.27
2500,principles,36785,18918,0.07
2501,alcohol,36770,15856,0.1
2502,revenue,36763,17423,0.12
2503,drove,36761,24574,0.01
2504,discussed,36729,25172,0.0
2505,depression,36725,16358,0.24
2506,frame,36707,21077,0.07
2507,investors,36689,13892,0.09
2508,brand,36675,21700,0.12
2509,deeply,36668,27923,0.02
2510,alex,36644,11091,0.98
2511,cutting,36625,26893,0.06
2512,hopes,36608,30372,0.02
2513,episode,36606,16143,0.1
2514,opposed,36603,26718,0.01
2515,fairly,36578,27855,0.02
2516,anger,36548,22246,0.06
2517,critics,36548,23146,0.17
2518,indicated,36543,20025,0.0
2519,mess,36522,25905,0.03
2520,shopping,36491,22944,0.09
2521,topic,36487,23589,0.03
2522,transfer,36475,18444,0.14
2523,weak,36461,25464,0.04
2524,bills,36435,21362,0.12
2525,armed,36428,20999,0.17
2526,journey,36400,23331,0.1
2527,governments,36381,18039,0.07
2528,twitter,36368,18269,0.91
2529,pregnant,36365,17206,0.03
2530,golf,36354,13356,0.23
2531,fed,36338,18195,0.48
2532,twenty,36338,23147,0.21
2533,estimated,36324,23268,0.04
2534,unable,36314,27706,0.06
2535,guest,36312,21974,0.12
2536,buddy,36272,15389,0.26
2537,tears,36268,22079,0.09
2538,performed,36260,22209,0.01
2539,hanging,36257,26736,0.05
2540,beneath,36200,21670,0.07
2541,violent,36190,21342,0.04
2542,asks,36189,22599,0.01
2543,falls,36169,23816,0.25
2544,statements,36168,21017,0.03
2545,arab,36165,9547,0.99
2546,joke,36105,23455,0.03
2547,appearance,36074,26018,0.02
2548,jimmy,36068,12135,0.98
2549,hidden,36063,24205,0.1
2550,bond,36045,16413,0.34
2551,hide,36014,25452,0.06
2552,motion,36013,20655,0.09
2553,cheese,35996,14856,0.11
2554,arizona,35965,16796,1.0
2555,capable,35962,26731,0.01
2556,parking,35954,19316,0.07
2557,appeal,35947,24287,0.04
2558,user,35917,13931,0.09
2559,affected,35887,24961,0.01
2560,occur,35887,24352,0.0
2561,combination,35876,27277,0.01
2562,queen,35855,16033,0.57
2563,chosen,35837,26727,0.03
2564,award,35828,18989,0.44
2565,santa,35820,15455,0.99
2566,struck,35801,26363,0.01
2567,aspects,35778,23460,0.02
2568,schedule,35771,24487,0.07
2569,extreme,35747,24537,0.07
2570,increases,35723,21742,0.02
2571,affairs,35716,22772,0.33
2572,express,35715,24713,0.23
2573,laid,35704,26478,0.01
2574,max,35701,10394,0.88
2575,wealth,35691,18895,0.06
2576,el,35682,11500,0.74
2577,poverty,35672,16157,0.09
2578,welfare,35667,14063,0.1
2579,engine,35637,16243,0.07
2580,spiritual,35627,15722,0.06
2581,ted,35627,11262,0.99
2582,talent,35613,22053,0.06
2583,warning,35609,25363,0.09
2584,injury,35587,18370,0.04
2585,partners,35578,20671,0.13
2586,cooking,35574,17372,0.13
2587,ages,35568,22759,0.15
2588,expressed,35519,24568,0.01
2589,noise,35468,19939,0.07
2590,jordan,35458,11999,0.99
2591,raising,35445,26683,0.07
2592,click,35426,18334,0.32
2593,sleeping,35425,22619,0.07
2594,soil,35417,13719,0.05
2595,closely,35323,28239,0.01
2596,dollar,35311,20040,0.08
2597,industrial,35310,19036,0.17
2598,nick,35299,10972,0.92
2599,re,35289,11500,0.39
2600,childhood,35262,21556,0.07
2601,selected,35237,22007,0.06
2602,rooms,35236,21389,0.04
2603,limits,35223,23057,0.05
2604,musical,35193,14677,0.08
2605,notion,35179,23089,0.0
2606,regardless,35178,26007,0.24
2607,fail,35176,25015,0.04
2608,numerous,35176,26585,0.07
2609,conduct,35170,22004,0.04
2610,bathroom,35094,18549,0.04
2611,sector,35066,15790,0.05
2612,lesson,35049,22125,0.08
2613,package,35043,21091,0.03
2614,located,34986,24320,0.06
2615,turkey,34960,12175,0.58
2616,constant,34944,24915,0.04
2617,diet,34938,13860,0.12
2618,route,34888,22185,0.16
2619,detail,34883,25380,0.03
2620,jerry,34872,13191,0.99
2621,claimed,34864,24753,0.01
2622,arrested,34848,21067,0.03
2623,plate,34843,20074,0.05
2624,drawn,34840,26645,0.02
2625,joint,34802,20524,0.23
2626,agenda,34797,20235,0.08
2627,minority,34781,17889,0.11
2628,adam,34775,12553,0.98
2629,joy,34747,21660,0.24
2630,session,34722,20052,0.06
2631,korea,34693,10285,1.0
2632,encourage,34667,25699,0.04
2633,faculty,34662,10311,0.1
2634,laughing,34632,20734,0.13
2635,flowers,34622,17489,0.11
2636,courts,34607,14378,0.09
2637,sending,34598,26790,0.04
2638,susan,34590,13421,0.99
2639,expectations,34583,21338,0.04
2640,pocket,34564,21340,0.05
2641,tech,34542,16368,0.46
2642,prepare,34520,25588,0.14
2643,campus,34461,15307,0.08
2644,bell,34456,17014,0.56
2645,refused,34450,25654,0.01
2646,wars,34448,18332,0.36
2647,pack,34440,21449,0.13
2648,lips,34431,18425,0.03
2649,quote,34402,19896,0.08
2650,writes,34398,22209,0.01
2651,gulf,34395,14165,0.88
2652,sharp,34391,24693,0.11
2653,exposure,34353,15557,0.06
2654,andrew,34351,16439,0.99
2655,figured,34340,25587,0.03
2656,quit,34338,22364,0.11
2657,gop,34328,12163,0.99
2658,purchase,34326,22218,0.05
2659,sudden,34315,25231,0.03
2660,accused,34309,23089,0.02
2661,dean,34258,12118,0.81
2662,neighbors,34255,22192,0.06
2663,beside,34247,18697,0.05
2664,hat,34230,19063,0.07
2665,shots,34212,19679,0.06
2666,graduate,34211,20658,0.09
2667,orders,34200,21111,0.04
2668,situations,34174,22657,0.01
2669,pushing,34173,27017,0.04
2670,connected,34135,24953,0.02
2671,kelly,34131,11637,0.99
2672,threw,34128,24307,0.01
2673,regard,34117,22950,0.01
2674,witness,34114,19382,0.09
2675,ford,34111,13688,0.98
2676,shook,34103,15874,0.01
2677,reagan,34098,12720,1.0
