rank,word,freq,#texts,%caps
950,sun,99600,42934,0.3
951,trump,99503,14208,0.98
952,ten,99483,53764,0.24
953,j,99415,28950,0.96
954,nobody,99126,53648,0.4
955,romney,98987,13582,0.99
956,lose,98956,61914,0.03
957,dog,98925,34214,0.11
958,absolutely,98777,56353,0.3
959,safe,98718,56930,0.06
960,section,98695,47018,0.31
961,events,98690,53893,0.04
962,message,98565,54054,0.03
963,online,98471,43217,0.11
964,trust,98449,50760,0.19
965,married,98360,44355,0.04
966,anyway,98121,54798,0.28
967,effort,98053,62901,0.01
968,allowed,98012,64009,0.01
969,store,97668,48454,0.09
970,eye,97624,56126,0.07
971,republicans,97561,26861,0.96
972,judge,97545,37633,0.32
973,added,97512,65073,0.02
974,except,97484,61879,0.19
975,happens,97452,63076,0.02
976,leaders,97322,46590,0.04
977,costs,96736,42499,0.02
978,ms,96731,22201,0.98
979,plans,96704,58511,0.03
980,build,96616,59342,0.04
981,minute,96580,54697,0.02
982,rules,96574,48477,0.07
983,places,96449,61442,0.03
984,impact,96337,52858,0.05
985,event,96286,52958,0.04
986,pain,96264,42200,0.05
987,image,96054,43365,0.09
988,indeed,95933,54866,0.4
989,necessary,95768,57851,0.01
990,hurt,95335,52745,0.03
991,term,95324,50022,0.02
992,sitting,95305,58547,0.06
993,fast,95274,59248,0.09
994,understanding,95221,49330,0.06
995,passed,95173,58615,0.01
996,committee,95145,36898,0.54
997,send,95142,59701,0.1
998,movement,95103,43775,0.07
999,democratic,95069,34756,0.72
1000,original,95045,53910,0.05
1001,older,94885,52505,0.04
1002,religious,94549,29775,0.06
1003,source,94528,53497,0.13
1004,provided,94247,52533,0.01
1005,showed,94182,60324,0.01
1006,l,94172,25000,0.65
1007,jack,94112,25390,0.92
1008,review,93913,43228,0.26
1009,starting,93909,65611,0.08
1010,helped,93559,65362,0.01
1011,none,93497,61867,0.31
1012,ideas,93491,49363,0.04
1013,union,93434,37606,0.62
1014,management,93144,38916,0.21
1015,address,93094,54428,0.05
1016,israel,93079,16413,0.99
1017,included,93056,54969,0.02
1018,greater,93039,52841,0.06
1019,box,92923,47105,0.15
1020,sounds,92776,55572,0.18
1021,english,92724,39957,0.98
1022,range,92654,51731,0.05
1023,resources,92596,44209,0.12
1024,addition,92588,57232,0.01
1025,built,92481,57109,0.03
1026,internet,92455,36322,0.73
1027,gun,92417,29954,0.06
1028,tomorrow,92417,45750,0.15
1029,positive,92376,47216,0.04
1030,character,92159,41504,0.02
1031,complete,92101,62042,0.05
1032,effects,92099,38172,0.05
1033,content,91964,37945,0.06
1034,politics,91739,42074,0.11
1035,jesus,91723,24077,0.99
1036,pressure,91672,50581,0.03
1037,sat,91659,41913,0.09
1038,march,91643,46663,0.85
1039,meant,91607,57979,0.01
1040,born,91553,52426,0.1
1041,reality,91527,50174,0.05
1042,popular,91500,56291,0.06
1043,sister,91372,37345,0.12
1044,lack,91370,55898,0.03
1045,forces,91308,40158,0.07
1046,date,91235,50771,0.08
1047,credit,91195,41667,0.11
1048,robert,91095,43737,0.99
1049,trouble,91026,57749,0.05
1050,army,90950,34342,0.52
1051,sunday,90939,47879,0.99
1052,standing,90839,54985,0.08
1053,loss,90823,51060,0.03
1054,peace,90666,39652,0.17
1055,ball,90567,38350,0.1
1056,visit,90537,57103,0.05
1057,democrats,90529,26078,0.96
1058,asking,90447,59511,0.02
1059,window,90411,41206,0.03
1060,throughout,90409,61300,0.11
1061,required,90339,51666,0.01
1062,account,90332,48146,0.02
1063,e,90320,31277,0.66
1064,district,90231,34514,0.42
1065,arms,90154,43209,0.04
1066,respect,90144,51043,0.03
1067,leaving,90123,61338,0.05
1068,scene,90022,44911,0.08
1069,therefore,90013,44012,0.31
1070,straight,89870,55313,0.06
1071,river,89579,32476,0.51
1072,search,89480,46414,0.12
1073,june,89314,44428,1.0
1074,fuck,89192,12404,0.36
1075,organization,89126,46360,0.14
1076,loved,89053,49051,0.04
1077,ran,88988,54486,0.02
1078,lived,88950,53649,0.01
1079,disease,88855,29929,0.1
1080,reasons,88790,57847,0.02
1081,unless,88676,58041,0.23
1082,friday,88660,47650,0.99
1083,nor,88471,51360,0.18
1084,majority,88453,47513,0.06
1085,environment,88368,44224,0.07
1086,rock,88340,39770,0.29
1087,r,88330,29325,0.8
1088,cancer,88231,24081,0.13
1089,daily,88174,53294,0.23
1090,reach,88148,61385,0.03
1091,stopped,88086,53049,0.01
1092,worse,88077,56916,0.06
1093,reports,88076,52894,0.07
1094,hello,88049,32936,0.81
1095,worry,88038,53433,0.02
1096,welcome,88029,53834,0.41
1097,insurance,87955,27721,0.1
1098,heat,87902,35829,0.12
1099,followed,87826,58471,0.01
1100,lines,87635,52135,0.04
1101,related,87548,48405,0.09
1102,shall,87489,25180,0.07
1103,production,87373,36205,0.04
1104,gives,87351,61187,0.02
1105,november,87176,46792,1.0
1106,coach,87079,27967,0.19
1107,forget,87075,54440,0.18
1108,gas,87067,32170,0.07
1109,explain,86978,55065,0.05
1110,marriage,86830,31039,0.07
1111,dollars,86769,47766,0.02
1112,statement,86767,48889,0.03
1113,chicago,86642,36884,0.99
1114,onto,86625,51871,0.01
1115,fair,86564,50944,0.17
1116,skills,86562,35476,0.04
1117,standard,86472,45697,0.14
1118,weight,86310,38833,0.06
1119,crazy,86117,46021,0.08
1120,conditions,86091,42779,0.02
1121,theory,85916,32741,0.09
1122,pm,85849,17963,0.43
1123,song,85747,30667,0.1
1124,spending,85611,42534,0.03
1125,obviously,85464,52418,0.25
1126,brain,85417,32862,0.08
1127,calling,85307,56010,0.04
1128,parts,85267,53870,0.03
1129,imagine,85196,55080,0.17
1130,favorite,85169,54194,0.05
1131,dinner,85119,42737,0.08
1132,professional,85051,45713,0.09
1133,debate,84994,38756,0.03
1134,tom,84901,32545,0.97
1135,caught,84874,54292,0.03
1136,professor,84840,42080,0.36
1137,july,84808,41697,1.0
1138,stage,84800,45614,0.07
1139,web,84746,35473,0.58
1140,rich,84583,47287,0.17
1141,cup,84511,25493,0.21
1142,club,84327,38189,0.39
1143,teaching,84299,30182,0.09
1144,sexual,84266,25634,0.05
1145,individuals,84259,38382,0.05
1146,hate,84191,42398,0.06
1147,named,84115,55405,0.03
1148,modern,84033,43513,0.14
1149,ta,84026,24276,0.04
1150,products,84004,36633,0.05
1151,senate,83977,27276,0.96
1152,n,83966,25143,0.48
1153,violence,83938,31727,0.07
1154,mine,83876,46400,0.1
1155,stood,83875,40294,0.01
1156,goal,83857,49200,0.03
1157,talked,83848,50938,0.01
1158,leader,83843,46900,0.13
1159,efforts,83782,50638,0.02
1160,comment,83679,43870,0.11
1161,whom,83299,53678,0.02
1162,base,83281,46450,0.09
1163,crime,83139,34900,0.08
1164,wonder,83045,54063,0.08
1165,television,82707,43344,0.09
1166,civil,82575,37125,0.28
1167,g,82559,20226,0.59
1168,fish,82524,26936,0.13
1169,activities,82507,36983,0.04
1170,posted,82376,26823,0.39
1171,speech,82260,34006,0.05
1172,raised,82227,54340,0.02
1173,normal,82160,47621,0.04
1174,association,82116,43477,0.69
1175,beat,82072,44967,0.09
1176,rates,81978,32292,0.03
1177,version,81919,47774,0.04
1178,radio,81877,38985,0.2
1179,safety,81877,41082,0.13
1180,freedom,81863,36997,0.19
1181,opened,81848,50485,0.01
1182,clean,81821,47975,0.11
1183,bob,81816,29409,0.98
1184,letter,81578,37530,0.07
1185,eventually,81511,57487,0.18
1186,shut,81417,42773,0.26
1187,thousands,81392,53639,0.07
1188,increased,81254,42334,0.03
1189,bottom,81248,51250,0.09
1190,budget,81188,33302,0.1
1191,immediately,81173,56520,0.05
1192,walked,81096,42129,0.01
1193,conference,81091,40195,0.26
1194,mike,81020,32413,0.96
1195,player,81001,36507,0.09
1196,female,80981,32950,0.12
1197,protect,80853,49952,0.03
1198,europe,80845,35284,0.99
1199,skin,80734,35233,0.04
1200,agency,80609,36251,0.23
1201,activity,80554,37497,0.04
1202,network,80499,38134,0.21
1203,traditional,80482,43145,0.05
1204,wan,80368,18929,0.08
1205,interview,80366,42536,0.05
1206,environmental,80347,23671,0.2
1207,sea,80227,32801,0.25
1208,october,80194,42302,1.0
1209,region,80163,34861,0.06
1210,continued,80060,49771,0.05
1211,officer,80047,35215,0.23
1212,property,80040,33823,0.05
1213,holding,79952,51994,0.05
1214,touch,79871,49824,0.07
1215,developed,79847,47684,0.01
1216,fucking,79814,11530,0.1
1217,effective,79720,43327,0.04
1218,island,79690,31757,0.51
1219,smith,79668,27487,0.99
1220,mouth,79641,40021,0.02
1221,interested,79575,52901,0.02
1222,benefits,79543,38227,0.03
1223,previous,79540,50597,0.08
1224,nuclear,79491,18350,0.08
1225,income,79383,28396,0.05
1226,directly,79172,52790,0.01
1227,afraid,79066,45400,0.04
1228,choose,79006,49885,0.07
1229,faith,78969,32714,0.14
1230,male,78772,30740,0.16
1231,laws,78653,33534,0.05
1232,western,78519,37846,0.7
1233,dream,78440,41628,0.13
1234,ice,78402,31173,0.17
1235,la,78376,25893,0.56
1236,sell,78265,45217,0.03
1237,product,78259,38994,0.05
1238,turns,78151,46658,0.08
1239,hall,78142,38027,0.58
1240,rule,78108,40349,0.11
1241,evening,78069,46325,0.08
1242,successful,78069,51484,0.03
1243,cultural,78052,28586,0.1
1244,joe,78052,28878,0.98
1245,contact,78026,45439,0.12
1246,designed,77987,49743,0.02
1247,senior,77941,46838,0.16
1248,leading,77881,56255,0.04
1249,challenge,77872,49449,0.07
1250,suddenly,77755,44595,0.21
1251,florida,77535,32322,0.99
1252,saturday,77347,41510,0.99
1253,serve,77337,48567,0.09
1254,associated,77320,39226,0.16
1255,anybody,77252,45240,0.12
1256,willing,77228,51158,0.01
1257,limited,77104,48047,0.04
1258,reached,77103,49814,0.01
1259,critical,77053,44548,0.05
1260,council,77024,31614,0.72
1261,values,77001,31864,0.04
1262,christian,76910,27831,0.98
1263,putting,76840,56657,0.06
1264,powerful,76825,50815,0.03
1265,september,76631,41199,1.0
1266,published,76613,44967,0.04
1267,trip,76576,44334,0.04
1268,photograph,76513,23907,0.75
1269,opinion,76475,41899,0.04
1270,fat,76448,26884,0.14
1271,easily,76411,54677,0.01
1272,secret,76267,43779,0.16
1273,sam,76235,17397,0.96
1274,funny,76148,41474,0.11
1275,anymore,76147,46824,0.02
1276,grow,76140,49811,0.04
1277,pulled,76133,43041,0.01
1278,lord,76051,24643,0.86
1279,april,76023,39209,1.0
1280,speaking,75978,51103,0.18
1281,charge,75916,48045,0.03
1282,claim,75893,40792,0.02
1283,etc,75861,31383,0.02
1284,material,75763,38958,0.03
1285,fell,75750,48194,0.02
1286,realize,75718,51960,0.01
1287,fresh,75661,42666,0.14
1288,discussion,75648,42678,0.11
1289,plus,75633,49435,0.37
1290,official,75623,45101,0.05
1291,bar,75569,35720,0.15
1292,doubt,75544,49879,0.02
1293,remain,75512,54273,0.01
1294,glass,75340,35229,0.1
1295,tough,75317,50762,0.06
1296,french,75301,31973,0.97
1297,status,75175,39247,0.05
1298,walking,75077,45203,0.09
1299,sports,74948,34168,0.22
1300,executive,74851,42576,0.17
1301,compared,74820,44635,0.06
1302,basic,74813,45308,0.08
1303,generally,74740,46136,0.08
1304,larger,74696,48282,0.02
1305,finding,74643,52337,0.09
1306,mass,74621,37595,0.24
1307,camera,74613,29196,0.08
1308,capital,74572,35383,0.17
1309,biggest,74532,53925,0.04
1310,station,74456,35633,0.18
1311,quick,74407,51910,0.11
1312,closed,74322,45438,0.03
1313,concerned,74300,50717,0.02
1314,remains,74263,51488,0.01
1315,described,74224,44939,0.01
1316,sales,74109,32291,0.08
1317,neither,74086,51091,0.27
1318,conversation,74079,44864,0.03
1319,gold,74061,32621,0.2
1320,wide,74046,49647,0.07
1321,appear,73958,51002,0.0
1322,wind,73942,35183,0.1
1323,drink,73876,36114,0.07
1324,shown,73856,44479,0.01
1325,damn,73726,29233,0.42
1326,spring,73662,44398,0.2
1327,travel,73512,39567,0.09
1328,avoid,73491,51083,0.06
1329,track,73423,45773,0.05
1330,degree,73391,40601,0.02
1331,drugs,73381,27605,0.06
1332,huh,73320,24838,0.35
1333,fit,73280,48231,0.04
1334,peter,73079,26793,0.99
1335,pull,72907,47175,0.11
1336,style,72902,41455,0.07
1337,chinese,72858,20635,0.99
1338,hundred,72857,39831,0.03
1339,primary,72811,38247,0.05
1340,trial,72759,27562,0.04
1341,secretary,72748,32166,0.57
1342,species,72617,18263,0.05
1343,lady,72602,34447,0.34
1344,offered,72592,50602,0.01
1345,additional,72551,44924,0.09
1346,surface,72511,32424,0.06
1347,league,72471,28909,0.46
1348,attorney,72468,30712,0.29
1349,title,72439,36006,0.11
1350,mostly,72406,51497,0.08
1351,ai,72312,21735,0.21
1352,arm,72089,35427,0.04
1353,wonderful,72016,43658,0.08
1354,hearing,72003,41970,0.05
1355,enjoy,71921,49084,0.1
1356,commercial,71901,34368,0.3
1357,rose,71876,32682,0.46
1358,kitchen,71859,31817,0.08
1359,images,71800,32559,0.18
1360,meaning,71690,41633,0.06
1361,influence,71636,38740,0.03
1362,employees,71613,30105,0.06
1363,stock,71592,28976,0.09
1364,weekend,71582,43806,0.09
1365,jim,71381,28566,0.99
1366,appears,71179,47736,0.01
1367,purpose,71041,43168,0.03
1368,definitely,71013,46468,0.1
1369,tree,70808,29705,0.11
1370,voters,70660,24084,0.06
1371,windows,70625,27009,0.47
1372,governor,70570,23740,0.44
1373,card,70486,31449,0.09
1374,british,70388,29941,0.99
1375,taxes,70273,24358,0.03
1376,prices,70267,27536,0.06
1377,investigation,70243,31600,0.04
1378,heavy,70195,45494,0.06
1379,amazing,70181,42514,0.11
1380,round,70173,40035,0.1
1381,records,70155,34402,0.14
1382,happening,70151,45770,0.01
1383,mary,70121,24326,0.99
1384,fighting,69937,42121,0.06
1385,direct,69902,43558,0.06
1386,complex,69891,41692,0.04
1387,coffee,69798,31169,0.09
1388,overall,69788,42267,0.16
1389,bought,69772,43704,0.02
1390,steps,69771,42356,0.04
1391,mission,69659,34637,0.15
1392,stars,69625,32478,0.14
1393,cell,69508,26491,0.08
1394,labor,69475,28636,0.22
1395,patient,69456,24931,0.06
1396,alive,69435,41817,0.04
1397,audience,69362,35298,0.04
1398,differences,69359,29114,0.04
1399,otherwise,69349,48792,0.21
1400,excuse,69284,35031,0.55
1401,argument,69281,32405,0.01
1402,includes,69219,48486,0.02
1403,nine,69207,47949,0.13
1404,murder,69190,27067,0.06
1405,cars,69175,32558,0.05
1406,teams,69010,29868,0.04
1407,names,68989,42355,0.03
1408,suggest,68835,43873,0.01
1409,basis,68814,41732,0.01
1410,hotel,68809,29235,0.25
1411,drop,68763,46230,0.11
1412,fans,68744,33243,0.06
1413,plant,68641,25470,0.09
1414,christmas,68628,24346,0.98
1415,senator,68626,20209,0.78
1416,highly,68623,46329,0.03
1417,standards,68608,31562,0.12
1418,monday,68565,40175,0.99
1419,failed,68536,45960,0.02
1420,text,68508,25748,0.06
1421,factors,68471,28574,0.04
1422,planning,68380,41288,0.09
1423,driving,68329,41821,0.06
1424,richard,68323,33130,0.99
1425,correct,68322,40032,0.08
1426,firm,68312,37437,0.03
1427,los,68286,35111,0.92
1428,participants,68272,17039,0.15
1429,direction,68228,45119,0.02
1430,thinks,68173,43959,0.01
1431,concern,68090,45055,0.02
1432,independent,68046,38647,0.12
1433,served,68041,44381,0.01
1434,seat,67956,36592,0.02
1435,screen,67837,32591,0.05
1436,blog,67746,26579,0.1
1437,raise,67742,45695,0.04
1438,truly,67705,45860,0.05
1439,keeping,67700,50907,0.09
1440,journal,67691,28074,0.73
1441,nations,67636,26950,0.43
1442,football,67635,26933,0.13
1443,forced,67635,46758,0.02
1444,hill,67547,33628,0.71
1445,features,67505,37235,0.04
1446,details,67475,46886,0.06
1447,responsible,67382,44711,0.02
1448,apparently,67307,45541,0.24
1449,decades,67302,46495,0.02
1450,crisis,67295,33085,0.07
1451,rise,67246,43537,0.06
1452,southern,67235,36802,0.55
1453,spoke,67224,43125,0.01
1454,memory,67214,34773,0.06
1455,sold,67208,41653,0.03
1456,becomes,67198,44947,0.01
1457,johnson,67177,24719,1.0
1458,release,67177,40044,0.06
1459,missing,67163,41570,0.05
1460,totally,67158,41947,0.08
1461,catch,66972,43519,0.07
1462,animals,66842,26780,0.06
1463,develop,66815,41306,0.02
1464,slow,66740,44833,0.09
1465,stupid,66726,33602,0.08
1466,weapons,66702,24926,0.04
1467,notes,66603,39607,0.13
1468,strategy,66602,34966,0.07
1469,battle,66588,38778,0.14
1470,collection,66523,33126,0.15
1471,manager,66420,37207,0.12
1472,authority,66398,31855,0.16
1473,sick,66350,36461,0.05
1474,produce,66254,40449,0.01
1475,sweet,66147,38339,0.19
1476,decisions,66146,37544,0.02
1477,worst,66068,45985,0.05
1478,currently,66060,46588,0.12
1479,presence,66024,40337,0.03
1480,trees,66017,28816,0.04
1481,european,65950,28715,0.99
1482,feels,65936,44033,0.03
1483,thomas,65904,29516,0.99
1484,folks,65895,37408,0.06
1485,negative,65804,33890,0.05
1486,watched,65764,39305,0.01
1487,wearing,65731,40108,0.04
1488,yesterday,65715,38221,0.14
1489,somewhere,65679,44803,0.1
1490,returned,65641,43090,0.01
1491,appeared,65557,43764,0.0
1492,join,65556,47175,0.11
1493,edge,65539,39181,0.1
1494,grew,65537,44956,0.01
1495,released,65526,44042,0.01
1496,ended,65523,48727,0.01
1497,debt,65509,21531,0.05
1498,carry,65475,45440,0.04
1499,extra,65423,45176,0.05
1500,provides,65327,41390,0.01
1501,speed,65310,34739,0.08
1502,leadership,65293,31994,0.09
1503,um,65289,16818,0.56
1504,leaves,65226,39322,0.03
1505,benefit,65148,41144,0.03
1506,latest,65134,48930,0.03
1507,items,65091,29199,0.04
1508,multiple,65000,38101,0.09
1509,intelligence,64953,25020,0.19
1510,spirit,64950,32843,0.28
1511,seriously,64923,43067,0.21
1512,claims,64920,34895,0.03
1513,actual,64826,40385,0.03
1514,lots,64819,43324,0.15
1515,runs,64665,40886,0.02
1516,prison,64659,26368,0.07
1517,w,64606,29068,0.85
1518,beach,64602,27732,0.48
1519,policies,64599,29079,0.03
1520,citizens,64586,32966,0.1
1521,opening,64578,44571,0.07
1522,agreed,64569,43934,0.05
1523,dance,64527,26770,0.15
1524,sources,64520,34982,0.09
1525,regular,64397,44661,0.04
1526,pictures,64389,35098,0.08
1527,ride,64338,35990,0.06
1528,museum,64186,19237,0.56
1529,measure,64178,35624,0.04
1530,dangerous,64155,42012,0.04
1531,responsibility,64142,38729,0.03
1532,afternoon,64035,41771,0.04
1533,spot,63980,43800,0.05
1534,f,63975,24084,0.8
1535,believed,63962,41736,0.01
1536,finished,63897,43330,0.03
1537,religion,63868,21200,0.1
1538,accept,63845,41843,0.03
1539,january,63765,37595,1.0
1540,tells,63761,41898,0.01
1541,require,63685,41571,0.01
1542,machine,63652,32508,0.08
1543,scientists,63597,24425,0.14
1544,lie,63587,37211,0.06
1545,aware,63512,43393,0.01
1546,agreement,63507,30410,0.1
1547,candidate,63475,28231,0.07
1548,band,63422,25127,0.13
1549,covered,63332,42702,0.02
1550,closer,63303,43934,0.04
1551,continues,63288,46785,0.08
1552,fully,63268,45121,0.02
1553,tuesday,63251,36189,1.0
1554,structure,63205,32207,0.03
1555,editor,63061,33877,0.32
1556,ship,63056,20229,0.05
1557,chris,62970,24874,0.98
1558,christ,62961,18635,0.99
1559,august,62947,35701,0.99
1560,chair,62880,31236,0.07
1561,bag,62855,31043,0.04
1562,researchers,62832,25284,0.15
1563,lake,62825,24159,0.64
1564,caused,62532,42400,0.01
1565,block,62529,33913,0.09
1566,attempt,62475,43055,0.01
1567,promise,62420,39080,0.09
1568,mentioned,62412,41298,0.0
1569,realized,62410,41714,0.0
1570,homes,62375,33072,0.06
1571,code,62351,26637,0.19
1572,smile,62350,31980,0.05
1573,wow,62315,30044,0.83
1574,ii,62200,31059,0.94
1575,basically,62127,39396,0.14
1576,decide,62105,44216,0.02
1577,broken,62064,41831,0.05
1578,helping,62016,45955,0.04
1579,knowing,61970,42766,0.11
1580,climate,61915,18830,0.12
1581,generation,61739,34806,0.08
1582,twice,61652,46663,0.07
1583,winter,61623,33280,0.18
1584,parties,61607,31968,0.04
1585,sky,61595,29416,0.12
1586,turning,61399,44684,0.08
1587,throw,61378,41574,0.08
1588,presidential,61355,29629,0.17
1589,x,61341,19684,0.5
1590,receive,61244,40903,0.01
1591,corner,61225,38868,0.04
1592,setting,61189,42379,0.06
1593,actions,61176,33728,0.02
1594,apple,61151,19463,0.73
1595,threat,61014,34417,0.02
1596,filled,60999,42722,0.02
1597,largest,60947,41726,0.01
1598,slowly,60936,36683,0.09
1599,wear,60851,36280,0.06
1600,advice,60805,38781,0.04
1601,healthy,60803,35624,0.07
1602,conservative,60776,27605,0.09
1603,target,60748,33369,0.11
1604,investment,60683,27615,0.07
1605,easier,60667,44859,0.02
1606,hundreds,60656,44693,0.09
1607,smart,60608,37670,0.15
1608,models,60554,24688,0.04
1609,mexico,60527,23593,0.99
1610,path,60425,36998,0.06
1611,paying,60374,39353,0.03
1612,surprise,60329,43238,0.07
1613,camp,60302,26240,0.22
1614,notice,60277,40263,0.09
1615,william,60247,30097,0.99
1616,gay,60226,16767,0.13
1617,picked,60210,41473,0.01
1618,cash,60174,32174,0.1
1619,showing,60174,45077,0.02
1620,liked,60170,36431,0.01
1621,offers,60163,41568,0.01
1622,officers,60161,24104,0.07
1623,foot,60130,35812,0.04
1624,types,60070,35307,0.02
1625,millions,60018,39903,0.07
1626,uses,60012,40250,0.02
1627,context,59893,28334,0.03
1628,vision,59855,32398,0.07
1629,frank,59800,22242,0.93
1630,eating,59791,32416,0.06
1631,becoming,59736,45771,0.03
1632,mental,59734,25021,0.1
1633,progress,59709,37021,0.09
1634,task,59688,32575,0.09
1635,annual,59672,37272,0.12
1636,glad,59661,37588,0.11
1637,appropriate,59641,35386,0.02
1638,cities,59636,31158,0.08
1639,spread,59636,39839,0.07
1640,instance,59611,37921,0.0
1641,magazine,59601,33881,0.19
1642,plants,59598,20463,0.04
1643,software,59591,19439,0.09
1644,surprised,59559,42129,0.02
1645,warm,59469,36529,0.06
1646,damage,59466,34821,0.03
1647,grand,59433,34085,0.41
1648,broke,59425,41658,0.02
1649,protection,59413,32570,0.2
1650,francisco,59364,26370,1.0
1651,reform,59344,23086,0.12
1652,quiet,59333,38190,0.09
1653,handle,59322,41466,0.02
1654,sides,59129,39274,0.01
1655,moral,59101,23332,0.05
1656,iran,59060,11797,1.0
1657,scale,59044,29023,0.11
1658,african,59005,18863,0.99
1659,reduce,58979,35278,0.06
1660,dropped,58947,41829,0.01
1661,train,58945,29472,0.07
1662,clothes,58927,32729,0.03
1663,library,58915,21466,0.32
1664,interests,58903,31517,0.02
1665,active,58859,36354,0.05
1666,push,58815,41596,0.08
1667,london,58801,26191,0.99
1668,steve,58774,25007,0.99
1669,vice,58674,32904,0.33
1670,changing,58567,42154,0.07
1671,weather,58538,31191,0.11
1672,cells,58423,13780,0.02
1673,academic,58415,20550,0.09
1674,animal,58413,26463,0.12
1675,improve,58392,38464,0.02
1676,demand,58378,33829,0.04
1677,strength,58373,35692,0.04
1678,mountain,58363,26171,0.4
1679,pieces,58332,36660,0.02
1680,condition,58322,33157,0.02
1681,distance,58268,33133,0.04
1682,towards,58262,32111,0.03
1683,africa,58258,20112,0.99
1684,fund,58252,25787,0.27
1685,institute,58192,33162,0.89
1686,starts,58138,38143,0.02
1687,creating,58112,41515,0.06
1688,possibly,58101,42751,0.06
1689,customers,58086,26760,0.04
1690,sites,58082,26692,0.03
1691,tiny,58061,37420,0.07
1692,writer,58059,34835,0.07
1693,lay,58051,35254,0.08
1694,impossible,58014,41233,0.05
1695,master,57946,30607,0.31
1696,foundation,57913,32756,0.54
1697,gotten,57913,41817,0.01
1698,teach,57911,33060,0.06
1699,concerns,57864,37330,0.03
1700,produced,57779,37361,0.02
1701,movies,57775,27039,0.05
1702,angeles,57767,31807,0.99
1703,forms,57739,32225,0.02
1704,apartment,57719,25789,0.05
1705,projects,57710,29936,0.04
1706,survey,57673,24024,0.17
1707,count,57644,37589,0.12
1708,somehow,57616,39503,0.14
1709,exercise,57615,27217,0.07
1710,scientific,57561,23167,0.11
1711,noted,57538,36560,0.01
1712,variety,57511,39016,0.04
1713,stone,57458,26606,0.39
1714,charles,57438,27010,0.99
1715,smaller,57399,39107,0.03
1716,bay,57396,26179,0.76
1717,wild,57357,33005,0.2
1718,mention,57313,40542,0.02
1719,guard,57152,28686,0.31
1720,losing,57045,41438,0.05
1721,thoughts,57044,35581,0.04
1722,communities,56980,26957,0.04
1723,birth,56972,28311,0.06
1724,partner,56948,31270,0.04
1725,solution,56939,33277,0.05
1726,prepared,56900,40516,0.01
1727,crowd,56888,32222,0.04
1728,doctors,56880,25039,0.12
1729,characters,56844,22869,0.03
1730,determine,56816,35871,0.02
1731,obvious,56768,39946,0.01
1732,planet,56741,23470,0.12
1733,arts,56691,21270,0.39
1734,thursday,56666,33881,1.0
1735,suggested,56627,38707,0.02
1736,taught,56622,35181,0.01
1737,shape,56601,37876,0.04
1738,separate,56593,39831,0.03
1739,ah,56574,23685,0.89
1740,arrived,56526,39196,0.01
1741,balance,56518,36130,0.05
1742,virginia,56517,24821,1.0
1743,jones,56476,22380,0.99
1744,seconds,56396,33466,0.03
1745,factor,56371,30734,0.1
1746,agent,56370,25143,0.23
1747,garden,56364,23185,0.27
1748,martin,56338,24465,0.98
1749,failure,56317,33535,0.06
1750,atlanta,56309,19693,1.0
1751,criminal,56306,26891,0.1
1752,square,56120,31875,0.32
1753,organizations,56103,27602,0.04
1754,younger,56098,36253,0.04
1755,commission,56080,25093,0.58
1756,announced,56005,40615,0.01
1757,native,55943,26059,0.38
1758,h,55849,20070,0.79
1759,measures,55842,25770,0.05
1760,worried,55751,38897,0.02
1761,advantage,55691,39238,0.03
1762,contract,55686,26105,0.05
1763,plays,55677,35670,0.02
1764,bigger,55604,40399,0.04
1765,killing,55585,32990,0.06
1766,strange,55570,34681,0.1
1767,georgia,55527,19049,1.0
1768,slightly,55454,38216,0.02
1769,artist,55452,23631,0.08
1770,scott,55402,24089,0.99
1771,evil,55348,24742,0.12
1772,tour,55290,27165,0.25
1773,greatest,55273,39197,0.05
1774,neighborhood,55186,29687,0.05
1775,prevent,55091,37475,0.02
1776,historical,55043,25308,0.13
1777,finish,55030,37044,0.06
1778,apart,55026,40462,0.08
1779,legs,54999,29486,0.03
1780,goals,54978,27630,0.04
1781,honey,54970,20948,0.34
1782,double,54943,37395,0.12
1783,established,54943,35238,0.02
1784,method,54934,26223,0.11
1785,experiences,54933,27455,0.02
1786,russia,54885,16431,1.0
1787,unique,54862,38263,0.02
1788,prove,54838,37590,0.03
1789,function,54828,27012,0.02
1790,host,54773,35361,0.14
1791,captain,54761,16299,0.62
1792,discovered,54753,38876,0.01
1793,cross,54731,32363,0.3
1794,familiar,54727,40110,0.01
1795,ourselves,54725,35734,0.01
1796,funds,54708,24757,0.04
1797,voice-over,54695,4536,0.0
1798,v,54689,16789,0.39
1799,bowl,54623,22098,0.38
1800,relationships,54561,26920,0.04
1801,identity,54527,23046,0.06
1802,users,54477,19317,0.05
1803,competition,54442,30225,0.07
1804,honor,54413,31028,0.22
1805,file,54354,24289,0.09
1806,facts,54341,28950,0.07
1807,troops,54248,19964,0.02
1808,shooting,54229,27425,0.05
1809,concept,54156,30919,0.03
1810,listening,54138,35223,0.06
1811,plane,54111,22633,0.03
1812,lee,54069,21249,0.99
1813,focused,54058,39102,0.01
1814,anywhere,54040,41258,0.04
1815,streets,54014,32541,0.05
1816,catholic,54008,16192,0.97
1817,december,53987,31835,1.0
1818,dry,53930,31539,0.06
1819,jackson,53879,18952,0.99
1820,residents,53795,25927,0.07
