rank,lemma,PoS,freq,perMil,disp
4401,defeat,n,14716,14.82,0.96
4402,railroad,n,14713,14.82,0.94
4403,frozen,j,14710,14.81,0.94
4404,minimize,v,14707,14.81,0.93
4405,amid,i,14704,14.81,0.92
4406,inspection,n,14686,14.79,0.93
4407,cab,n,14672,14.78,0.93
4408,expected,j,14670,14.77,0.94
4409,nonsense,n,14670,14.77,0.95
4410,leap,v,14664,14.77,0.89
4411,draft,v,14645,14.75,0.94
4412,rider,n,14637,14.74,0.93
4413,theology,n,14636,14.74,0.86
4414,terrific,j,14632,14.73,0.95
4415,accent,n,14628,14.73,0.93
4416,invitation,n,14626,14.73,0.98
4417,reply,n,14613,14.72,0.92
4418,israeli,n,14606,14.71,0.89
4419,liar,n,14604,14.71,0.96
4420,oversee,v,14601,14.7,0.93
4421,awkward,j,14591,14.69,0.96
4422,registration,n,14577,14.68,0.92
4423,suburban,j,14577,14.68,0.93
4424,handle,n,14576,14.68,0.94
4425,momentum,n,14567,14.67,0.95
4426,instantly,r,14557,14.66,0.95
4427,clerk,n,14547,14.65,0.93
4428,chin,n,14538,14.64,0.86
4429,hockey,n,14536,14.64,0.93
4430,laser,n,14523,14.63,0.93
4431,proposition,n,14515,14.62,0.94
4432,rob,v,14506,14.61,0.98
4433,beam,n,14505,14.61,0.93
4434,ancestor,n,14501,14.6,0.95
4435,creativity,n,14474,14.58,0.92
4436,verse,n,14470,14.57,0.92
4437,casual,j,14469,14.57,0.95
4438,objection,n,14466,14.57,0.96
4439,clever,j,14465,14.57,0.98
4440,given,c,14460,14.56,0.93
4441,shove,v,14456,14.56,0.9
4442,revolutionary,j,14456,14.56,0.94
4443,carbohydrate,n,14454,14.56,0.84
4444,steam,n,14454,14.56,0.95
4445,reportedly,r,14446,14.55,0.9
4446,glance,n,14445,14.55,0.88
4447,forehead,n,14437,14.54,0.84
4448,resume,v,14434,14.54,0.96
4449,slide,n,14433,14.53,0.94
4450,sheep,n,14430,14.53,0.95
4451,good,r,14423,14.52,0.99
4452,carpet,n,14417,14.52,0.94
4453,cloth,n,14408,14.51,0.92
4454,interior,n,14401,14.5,0.94
4455,full-time,j,14401,14.5,0.95
4456,running,n,14396,14.5,0.98
4457,questionnaire,n,14392,14.49,0.78
4458,compromise,v,14391,14.49,0.97
4459,departure,n,14389,14.49,0.96
4460,behalf,i,14387,14.49,0.96
4461,graph,n,14381,14.48,0.88
4462,diplomatic,j,14381,14.48,0.93
4463,thief,n,14374,14.47,0.97
4464,herb,n,14373,14.47,0.92
4465,subsidy,n,14371,14.47,0.93
4466,cast,n,14354,14.45,0.95
4467,fossil,n,14345,14.45,0.93
4468,patrol,n,14342,14.44,0.94
4469,pulse,n,14341,14.44,0.95
4470,mechanic,n,14340,14.44,0.96
4471,cattle,n,14338,14.44,0.94
4472,screening,n,14328,14.43,0.91
4473,continuing,j,14322,14.42,0.94
4474,electoral,j,14322,14.42,0.9
4475,supposedly,r,14318,14.42,0.97
4476,dignity,n,14312,14.41,0.96
4477,prophet,n,14308,14.41,0.92
4478,commentary,n,14305,14.41,0.94
4479,sort,v,14299,14.4,0.98
4480,spread,n,14295,14.4,0.96
4481,serving,n,14291,14.39,0.8
4482,safely,r,14286,14.39,0.98
4483,homework,n,14277,14.38,0.97
4484,allegedly,r,14263,14.36,0.92
4485,android,n,14261,14.36,0.84
4486,alpha,n,14253,14.35,0.89
4487,insert,v,14249,14.35,0.93
4488,mortality,n,14244,14.34,0.85
4489,contend,v,14242,14.34,0.93
4490,elephant,n,14238,14.34,0.95
4491,solely,r,14236,14.34,0.94
4492,hurt,j,14232,14.33,0.98
4493,continent,n,14230,14.33,0.95
4494,attribute,n,14222,14.32,0.79
4495,ecosystem,n,14216,14.32,0.86
4496,leave,n,14202,14.3,0.97
4497,nearby,r,14195,14.29,0.95
4498,olive,j,14192,14.29,0.86
4499,syndrome,n,14192,14.29,0.94
4500,minimum,n,14187,14.29,0.95
4501,catch,n,14181,14.28,0.95
4502,abstract,j,14180,14.28,0.91
4503,accusation,n,14179,14.28,0.95
4504,coming,j,14178,14.28,0.96
4505,sock,n,14170,14.27,0.94
4506,pickup,n,14166,14.27,0.94
4507,shuttle,n,14163,14.26,0.92
4508,improved,j,14162,14.26,0.92
4509,calculation,n,14158,14.26,0.94
4510,innovative,j,14152,14.25,0.93
4511,demographic,j,14150,14.25,0.87
4512,accommodate,v,14139,14.24,0.95
4513,jaw,n,14133,14.4,0.9
4514,unfair,j,14132,14.23,0.97
4515,tragic,j,14131,14.23,0.97
4516,comprise,v,14123,14.22,0.9
4517,faster,j,14118,14.22,0.96
4518,nutrition,n,14118,14.22,0.9
4519,mentor,n,14114,14.21,0.92
4520,stance,n,14103,14.2,0.95
4521,rabbit,n,14099,14.2,0.95
4522,pause,n,14099,14.2,0.88
4523,dot,n,14080,14.18,0.95
4524,contributor,n,14076,14.17,0.93
4525,cooperate,v,14075,14.17,0.96
4526,disk,n,14075,14.17,0.9
4527,hesitate,v,14073,14.17,0.89
4528,regard,i,14070,14.17,0.91
4529,offend,v,14068,14.17,0.96
4530,exploit,v,14067,14.17,0.96
4531,compel,v,14061,14.16,0.96
4532,likelihood,n,14049,14.15,0.86
4533,sibling,n,14047,14.15,0.94
4534,southeast,n,14046,14.14,0.94
4535,gorgeous,j,14044,14.14,0.97
4536,undertake,v,14043,14.14,0.91
4537,painter,n,14037,14.14,0.91
4538,residential,j,14034,14.13,0.92
4539,counterpart,n,14033,14.13,0.93
4540,believer,n,14032,14.13,0.94
4541,lamp,n,14028,14.13,0.91
4542,inmate,n,14023,14.12,0.92
4543,thoroughly,r,14022,14.12,0.96
4544,trace,n,14018,14.12,0.96
4545,freak,v,14012,14.11,0.94
4546,filter,n,14005,14.1,0.92
4547,pillow,n,14004,14.19,0.91
4548,orbit,n,14003,14.1,0.93
4549,purse,n,13998,14.1,0.93
4550,likewise,r,13985,14.08,0.93
4551,cease,v,13982,14.08,0.96
4552,passing,j,13970,14.07,0.95
4553,feed,n,13963,14.06,0.94
4554,vanish,v,13944,14.04,0.93
4555,instructional,j,13944,14.04,0.7
4556,clause,n,13942,14.04,0.85
4557,mentally,r,13939,14.04,0.97
4558,model,v,13935,14.03,0.91
4559,left,n,13935,14.03,0.95
4560,pond,n,13934,14.03,0.93
4561,neutral,j,13933,14.03,0.94
4562,shield,n,13931,14.03,0.96
4563,popularity,n,13929,14.03,0.95
4564,cartoon,n,13928,14.03,0.96
4565,authorize,v,13916,14.01,0.93
4566,combined,j,13905,14.0,0.93
4567,exhibit,n,13890,13.99,0.92
4568,sink,n,13890,13.99,0.91
4569,graphic,n,13890,13.99,0.91
4570,darling,n,13887,13.98,0.91
4571,traditionally,r,13886,13.98,0.93
4572,vendor,n,13880,13.98,0.94
4573,poorly,r,13877,11.71,0.96
4574,conceive,v,13868,13.97,0.94
4575,opt,v,13862,13.96,0.94
4576,descend,v,13861,13.96,0.94
4577,firmly,r,13854,13.95,0.95
4578,beloved,j,13852,13.95,0.97
4579,openly,r,13834,13.93,0.96
4580,gathering,n,13824,13.92,0.96
4581,alien,j,13821,13.92,0.95
4582,stem,v,13809,13.91,0.94
4583,fever,n,13809,13.91,0.96
4584,preach,v,13805,13.9,0.95
4585,interfere,v,13797,13.89,0.97
4586,arrow,n,13796,13.89,0.94
4587,required,j,13778,13.87,0.92
4588,capitalism,n,13777,13.87,0.92
4589,kick,n,13771,13.87,0.93
4590,fork,n,13767,13.86,0.92
4591,survey,v,13766,13.86,0.94
4592,meantime,n,13763,13.86,0.97
4593,presumably,r,13762,13.86,0.95
4594,position,v,13750,13.85,0.96
4595,racist,j,13749,13.85,0.92
4596,stay,n,13749,13.85,0.98
4597,illusion,n,13749,13.85,0.96
4598,removal,n,13735,13.83,0.92
4599,anxious,j,13723,13.82,0.97
4600,arab,n,13720,13.82,0.91
4601,organism,n,13713,13.81,0.91
4602,awake,j,13699,13.8,0.92
4603,sculpture,n,13689,13.79,0.92
4604,spare,v,13687,13.78,0.97
4605,marine,n,13677,13.77,0.92
4606,harassment,n,13671,13.77,0.9
4607,drum,n,13670,13.77,0.97
4608,diminish,v,13670,13.77,0.95
4609,helmet,n,13668,13.76,0.94
4610,level,j,13664,13.76,0.94
4611,certificate,n,13657,13.75,0.95
4612,tribal,j,13656,13.75,0.89
4613,bad,r,13651,13.75,0.98
4614,mmm,u,13644,13.74,0.87
4615,sadly,r,13633,13.73,0.94
4616,cart,n,13625,13.72,0.93
4617,spy,n,13625,13.72,0.97
4618,sunlight,n,13624,13.72,0.91
4619,delete,v,13618,13.71,0.92
4620,rookie,n,13617,13.71,0.88
4621,clarify,v,13616,13.71,0.94
4622,hunger,n,13609,13.7,0.96
4623,practitioner,n,13606,13.7,0.86
4624,performer,n,13603,13.7,0.95
4625,protective,j,13603,13.7,0.95
4626,jar,n,13598,13.69,0.94
4627,programming,n,13597,13.69,0.94
4628,dawn,n,13590,13.69,0.94
4629,salmon,n,13579,13.67,0.91
4630,census,n,13578,13.67,0.91
4631,pick,n,13577,13.67,0.92
4632,accomplishment,n,13575,13.67,0.96
4633,conscience,n,13568,13.66,0.97
4634,fortunately,r,13552,13.65,0.96
4635,minimal,j,13549,13.64,0.94
4636,molecule,n,13548,13.64,0.9
4637,supportive,j,13543,13.64,0.96
4638,sole,j,13543,13.64,0.96
4639,threshold,n,13540,13.64,0.9
4640,inventory,n,13538,13.63,0.93
4641,comply,v,13533,13.63,0.93
4642,monetary,j,13532,13.63,0.89
4643,transport,n,13531,13.63,0.93
4644,shy,j,13525,13.48,0.97
4645,drill,v,13524,13.62,0.94
4646,influential,j,13513,13.61,0.93
4647,verbal,j,13499,13.59,0.88
4648,reward,v,13495,13.59,0.97
4649,ranking,n,13487,13.58,0.93
4650,gram,n,13479,13.57,0.87
4651,grasp,v,13477,13.57,0.95
4652,puzzle,n,13476,13.57,0.96
4653,envelope,n,13474,13.57,0.93
4654,heat,v,13463,13.56,0.94
4655,classify,v,13459,13.55,0.91
4656,enact,v,13451,13.55,0.93
4657,unfortunate,j,13445,13.54,0.97
4658,scatter,v,13444,13.54,0.94
4659,cure,n,13442,13.54,0.97
4660,time,v,13440,13.53,0.99
4661,dear,u,13436,13.53,0.92
4662,slice,v,13431,13.53,0.89
4663,readily,r,13430,13.52,0.92
4664,damn,u,13429,13.52,0.89
4665,discount,n,13415,13.51,0.94
4666,addiction,n,13411,13.51,0.94
4667,emerging,j,13410,13.5,0.91
4668,worthy,j,13410,13.5,0.97
4669,marker,n,13409,13.5,0.93
4670,juror,n,13406,13.5,0.82
4671,mention,n,13404,13.5,0.96
4672,blend,v,13390,13.48,0.92
4673,businessman,n,13380,13.47,0.95
4674,premium,n,13379,13.47,0.93
4675,retailer,n,13374,13.47,0.92
4676,charge,i,13374,13.47,0.98
4677,liver,n,13374,13.47,0.94
4678,pirate,n,13368,13.46,0.94
4679,protester,n,13352,13.45,0.88
4680,outlook,n,13350,13.44,0.93
4681,elder,n,13336,13.43,0.93
4682,gallon,n,13333,13.43,0.94
4683,additionally,r,13324,13.42,0.88
4684,ignorance,n,13323,13.42,0.93
4685,chemistry,n,13323,13.42,0.96
4686,sometime,r,13317,13.41,0.98
4687,weed,n,13310,13.4,0.95
4688,babe,n,13309,13.4,0.91
4689,fraction,n,13308,13.4,0.94
4690,cook,n,13308,13.4,0.94
4691,conversion,n,13304,13.4,0.92
4692,object,v,13303,13.4,0.97
4693,tolerate,v,13298,13.39,0.97
4694,trail,v,13296,13.39,0.93
4695,drown,v,13296,13.39,0.96
4696,merit,n,13286,13.38,0.95
4697,citizenship,n,13283,13.38,0.89
4698,coordinator,n,13280,13.37,0.91
4699,validity,n,13278,13.37,0.81
4700,european,n,13273,13.37,0.93
4701,lightning,n,13272,12.86,0.95
4702,turtle,n,13267,13.36,0.84
4703,ambition,n,13267,13.36,0.97
4704,worldwide,r,13263,13.36,0.95
4705,sail,v,13257,13.35,0.95
4706,added,j,13256,13.35,0.95
4707,delicate,j,13248,13.34,0.95
4708,comic,n,13245,13.34,0.91
4709,soap,n,13244,13.34,0.92
4710,hostile,j,13242,13.34,0.96
4711,instruct,v,13240,13.33,0.96
4712,shortage,n,13236,13.33,0.95
4713,useless,j,13235,13.33,0.95
4714,booth,n,13234,13.33,0.94
4715,diary,n,13233,13.33,0.96
4716,gasp,v,13228,13.32,0.89
4717,suspicious,j,13224,13.32,0.98
4718,transit,n,13220,13.31,0.92
4719,excite,v,13219,13.31,0.97
4720,publishing,n,13216,13.31,0.92
4721,curiosity,n,13208,13.3,0.96
4722,grid,n,13205,13.3,0.95
4723,rolling,j,13198,13.29,0.95
4724,bow,n,13189,13.28,0.92
4725,cruel,j,13185,13.28,0.98
4726,disclosure,n,13185,13.28,0.91
4727,rival,n,13176,13.27,0.94
4728,denial,n,13171,13.26,0.96
4729,secular,j,13171,13.26,0.91
4730,flood,v,13171,13.26,0.97
4731,speculation,n,13167,13.26,0.96
4732,sympathy,n,13166,13.26,0.97
4733,tender,j,13158,13.25,0.91
4734,inappropriate,j,13156,13.25,0.95
4735,o'clock,r,13146,13.24,0.92
4736,sodium,n,13145,13.24,0.84
4737,divorce,v,13133,13.23,0.98
4738,spring,v,13122,13.21,0.95
4739,bang,v,13122,13.21,0.95
4740,challenging,j,13118,13.21,0.93
4741,ipad,n,13111,13.2,0.86
4742,sack,n,13104,13.2,0.94
4743,barn,n,13093,13.18,0.92
4744,reliability,n,13090,13.18,0.8
4745,hormone,n,13088,13.18,0.91
4746,footage,n,13085,13.18,0.94
4747,carve,v,13085,13.18,0.95
4748,alley,n,13070,13.16,0.93
4749,ease,n,13065,13.16,0.96
4750,coastal,j,13059,13.15,0.92
4751,cafe,n,13055,13.15,0.92
4752,partial,j,13052,13.14,0.93
4753,flexible,j,13049,13.14,0.94
4754,experienced,j,13044,13.14,0.95
4755,mixed,j,13032,13.12,0.95
4756,vampire,n,13030,13.12,0.93
4757,optimistic,j,13027,13.12,0.95
4758,dessert,n,13024,13.12,0.94
4759,well-being,n,13022,13.11,0.89
4760,northeast,n,13021,13.11,0.94
4761,specialize,v,13006,13.1,0.95
4762,fleet,n,13005,13.1,0.95
4763,availability,n,13004,13.1,0.89
4764,compliance,n,12998,13.09,0.89
4765,pin,n,12991,13.08,0.96
4766,pork,n,12986,13.08,0.93
4767,astronomer,n,12976,13.07,0.83
4768,like,n,12976,13.07,0.95
4769,forbid,v,12965,13.06,0.98
4770,installation,n,12961,13.05,0.93
4771,boil,v,12959,13.05,0.95
4772,nest,n,12951,13.04,0.94
4773,exclusively,r,12948,13.04,0.94
4774,goat,n,12944,13.03,0.95
4775,shallow,j,12943,13.03,0.95
4776,equip,v,12943,13.03,0.95
4777,equivalent,n,12941,13.03,0.96
4778,betray,v,12934,13.02,0.98
4779,willingness,n,12933,13.02,0.94
4780,banker,n,12931,13.02,0.94
4781,interval,n,12928,13.02,0.88
4782,gasoline,n,12925,13.02,0.94
4783,encouraging,j,12925,13.02,0.95
4784,rain,v,12924,13.01,0.95
4785,exchange,v,12921,13.01,0.96
4786,bucket,n,12920,13.01,0.95
4787,theft,n,12907,13.0,0.94
4788,laundry,n,12903,12.99,0.95
4789,constraint,n,12902,12.99,0.87
4790,dying,j,12893,12.98,0.97
4791,hatred,n,12892,12.98,0.95
4792,jewelry,n,12891,12.98,0.95
4793,migration,n,12885,12.98,0.86
4794,invention,n,12883,12.97,0.94
4795,loving,j,12868,12.96,0.97
4796,revenge,n,12868,12.96,0.98
4797,unprecedented,j,12862,12.95,0.95
4798,outline,v,12859,12.95,0.94
4799,sheer,j,12854,12.94,0.96
4800,halloween,n,12852,12.94,0.94
4801,sweetheart,n,12849,12.94,0.92
4802,spit,v,12849,12.94,0.93
4803,lazy,j,12843,12.93,0.95
4804,intimate,j,12841,12.93,0.97
4805,defender,n,12834,12.92,0.94
4806,technically,r,12830,12.92,0.98
4807,battle,v,12822,12.91,0.95
4808,cure,v,12811,12.9,0.97
4809,peanut,n,12808,12.9,0.95
4810,unclear,j,12805,12.89,0.93
4811,piss,v,12791,12.88,0.93
4812,workout,n,12786,12.88,0.88
4813,wilderness,n,12785,12.87,0.9
4814,compelling,j,12784,12.87,0.95
4815,eleven,m,12779,12.87,0.94
4816,arm,v,12779,12.87,0.98
4817,backyard,n,12774,12.86,0.95
4818,alike,r,12770,12.86,0.97
4819,partially,r,12770,12.86,0.95
4820,transport,v,12766,12.86,0.97
4821,guardian,n,12766,12.86,0.94
4822,passionate,j,12756,12.85,0.97
4823,scripture,n,12756,12.85,0.91
4824,midst,n,12746,12.84,0.97
4825,ideological,j,12746,12.84,0.89
4826,apart,i,12746,12.84,0.93
4827,thrive,v,12742,12.83,0.95
4828,sensitivity,n,12741,12.83,0.91
4829,trigger,n,12735,12.82,0.97
4830,emotionally,r,12733,12.82,0.97
4831,ignorant,j,12730,12.82,0.9
4832,explicitly,r,12728,12.82,0.89
4833,unfold,v,12727,12.82,0.97
4834,headache,n,12724,12.81,0.96
4835,eternal,j,12724,12.81,0.94
4836,chop,v,12715,12.8,0.84
4837,ego,n,12711,12.8,0.96
4838,spectacular,j,12709,12.8,0.96
4839,deposit,n,12707,12.8,0.94
4840,verdict,n,12702,12.79,0.91
4841,regard,n,12699,12.79,0.95
4842,accountability,n,12699,12.79,0.92
4843,nominate,v,12699,12.79,0.93
4844,civic,j,12697,12.79,0.92
4845,uncover,v,12692,12.78,0.96
4846,critique,n,12684,12.77,0.89
4847,aisle,n,12675,12.76,0.94
4848,tropical,j,12673,12.76,0.93
4849,annually,r,12669,12.76,0.92
4850,eighth,m,12667,12.76,0.94
4851,blast,n,12661,12.75,0.96
4852,corrupt,j,12648,12.74,0.94
4853,compassion,n,12648,12.74,0.96
4854,scratch,v,12637,12.73,0.93
4855,verify,v,12629,12.72,0.95
4856,offender,n,12622,12.71,0.91
4857,inherit,v,12611,12.7,0.97
4858,strive,v,12596,12.68,0.93
4859,downtown,r,12591,12.68,0.94
4860,chunk,n,12574,12.66,0.95
4861,appreciation,n,12571,12.66,0.95
4862,canvas,n,12570,12.66,0.91
4863,punch,n,12563,12.65,0.97
4864,short-term,j,12550,12.64,0.94
4865,proceedings,n,12549,12.64,0.9
4866,magical,j,12544,12.63,0.97
4867,loyal,j,12539,12.63,0.98
4868,aah,u,12535,12.62,0.82
4869,desperately,r,12530,12.62,0.96
4870,throne,n,12528,12.62,0.73
4871,brutal,j,12526,12.61,0.97
4872,spite,i,12519,12.61,0.95
4873,propaganda,n,12518,12.61,0.93
4874,irony,n,12516,12.6,0.96
4875,soda,n,12515,12.6,0.94
4876,projection,n,12504,12.59,0.94
4877,dutch,j,12496,12.58,0.94
4878,parental,j,12490,12.58,0.85
4879,disabled,j,12489,12.58,0.94
4880,collector,n,12480,12.57,0.94
4881,re-election,n,12476,12.56,0.93
4882,disappointment,n,12475,12.56,0.96
4883,comic,j,12473,12.56,0.95
4884,aid,v,12471,12.56,0.95
4885,happily,r,12458,12.55,0.96
4886,steep,j,12454,12.54,0.93
4887,fancy,j,12450,12.54,0.97
4888,counter,v,12446,12.53,0.96
4889,listener,n,12445,12.53,0.9
4890,whip,v,12443,12.53,0.94
4891,public,r,12443,12.53,0.97
4892,drawer,n,12435,12.52,0.9
4893,heck,n,12434,12.52,0.96
4894,developmental,j,12433,12.52,0.81
4895,ideal,n,12428,12.52,0.93
4896,ash,n,12427,12.51,0.95
4897,socially,r,12426,12.51,0.92
4898,courtroom,n,12425,12.51,0.9
4899,stamp,n,12425,12.51,0.95
4900,solo,n,12423,12.51,0.92
4901,trainer,n,12418,12.51,0.94
4902,induce,v,12416,12.5,0.89
4903,anytime,n,12412,12.5,0.98
4904,morality,n,12409,12.5,0.92
4905,syrian,j,12405,12.49,0.88
4906,pipeline,n,12400,12.49,0.91
4907,bride,n,12400,12.49,0.9
4908,instant,j,12399,12.49,0.95
4909,spark,v,12395,12.48,0.96
4910,doorway,n,12395,12.48,0.82
4911,interface,n,12393,12.48,0.9
4912,learner,n,12390,12.48,0.75
4913,casino,n,12390,12.48,0.93
4914,placement,n,12390,12.48,0.88
4915,cord,n,12388,12.43,0.95
4916,fan,v,12388,12.48,0.95
4917,conception,n,12388,12.48,0.88
4918,flexibility,n,12388,12.48,0.93
4919,thou,p,12383,12.47,0.88
4920,tax,v,12374,12.46,0.93
4921,elegant,j,12371,12.46,0.94
4922,flaw,n,12369,12.46,0.96
4923,locker,n,12368,12.45,0.95
4924,peel,v,12364,12.45,0.91
4925,campaign,v,12363,12.45,0.92
4926,twist,n,12352,12.44,0.96
4927,spell,n,12350,12.44,0.94
4928,objective,j,12348,12.43,0.91
4929,plea,n,12345,12.43,0.94
4930,goddamn,j,12338,12.42,0.86
4931,import,n,12336,12.42,0.92
4932,stack,n,12330,12.42,0.93
4933,gosh,u,12320,12.41,0.88
4934,philosophical,j,12320,12.41,0.9
4935,junk,n,12319,12.41,0.96
4936,bicycle,n,12317,12.4,0.93
4937,vocal,j,12312,12.4,0.94
4938,chew,v,12299,12.39,0.93
4939,destiny,n,12299,12.39,0.97
4940,ambitious,j,12298,12.38,0.95
4941,unbelievable,j,12297,12.38,0.95
4942,vice,n,12292,12.38,0.91
4943,halfway,r,12286,12.37,0.94
4944,jealous,j,12285,12.37,0.96
4945,sphere,n,12268,12.35,0.92
4946,invade,v,12265,12.35,0.96
4947,sponsor,n,12261,12.35,0.94
4948,excessive,j,12254,12.34,0.95
4949,countless,j,12253,12.34,0.96
4950,sunset,n,12247,12.33,0.95
4951,interior,j,12243,12.33,0.94
4952,accounting,n,12243,12.33,0.91
4953,faithful,j,12238,12.32,0.96
4954,freely,r,12225,12.31,0.96
4955,extract,v,12222,12.31,0.95
4956,adaptation,n,12219,12.3,0.9
4957,ray,n,12217,12.3,0.95
4958,depressed,j,12214,12.3,0.98
4959,emperor,n,12213,12.3,0.93
4960,wagon,n,12213,12.3,0.91
4961,columnist,n,12211,12.3,0.91
4962,jungle,n,12210,12.3,0.95
4963,embarrassed,j,12208,12.29,0.95
4964,trillion,n,12205,12.29,0.86
4965,breeze,n,12205,12.29,0.89
4966,blame,n,12192,12.28,0.96
4967,foster,v,12185,12.27,0.9
4968,venue,n,12178,12.26,0.94
4969,discourage,v,12176,12.26,0.96
4970,disturbing,j,12172,12.26,0.97
4971,riot,n,12165,12.25,0.95
4972,isolation,n,12165,12.25,0.93
4973,explicit,j,12162,12.25,0.89
4974,commodity,n,12158,12.24,0.94
4975,attendance,n,12157,12.24,0.93
4976,tab,n,12156,12.24,0.94
4977,consequently,r,12152,12.24,0.87
4978,dough,n,12151,12.24,0.87
4979,novel,j,12151,12.24,0.9
4980,streak,n,12142,12.23,0.92
4981,silk,n,12138,12.22,0.9
4982,similarity,n,12128,12.21,0.91
4983,steak,n,12124,12.21,0.94
4984,dancing,n,12121,12.21,0.98
4985,petition,n,12115,12.2,0.93
4986,viable,j,12111,12.2,0.95
4987,breathing,n,12110,12.2,0.94
4988,mm,u,12103,12.19,0.81
4989,balloon,n,12102,12.19,0.96
4990,monument,n,12094,12.18,0.93
4991,try,n,12093,12.18,0.98
4992,cue,n,12092,12.18,0.93
4993,sleeve,n,12091,12.18,0.91
4994,toll,n,12080,12.16,0.94
4995,reluctant,j,12077,12.16,0.96
4996,warrant,n,12077,12.16,0.94
4997,stiff,j,12076,11.6,0.93
4998,tattoo,n,12072,12.16,0.94
4999,softly,r,12072,12.16,0.83
5000,sudden,r,12072,12.16,0.94
5001,graduation,n,12066,12.15,0.95
5002,japanese,n,12064,12.15,0.91
5003,deliberately,r,12064,12.15,0.97
5004,consecutive,j,12059,12.14,0.89
5005,upgrade,v,12053,12.14,0.93
5006,associate,j,12053,12.14,0.93
5007,accurately,r,12052,12.14,0.93
5008,strictly,r,12034,12.12,0.97
5009,leak,v,12029,12.11,0.96
5010,casualty,n,12017,12.1,0.93
5011,risky,j,12017,12.1,0.97
5012,banana,n,12015,12.1,0.95
5013,blank,j,12014,12.1,0.95
5014,beneficial,j,12013,12.1,0.92
5015,shrink,v,12008,12.09,0.96
5016,chat,v,11999,12.08,0.97
5017,rack,n,11999,12.08,0.9
5018,rude,j,11999,12.08,0.96
5019,usage,n,11995,12.08,0.91
5020,testament,n,11993,12.08,0.93
5021,browser,n,11987,12.07,0.88
5022,processor,n,11981,12.07,0.89
5023,thigh,n,11981,12.07,0.9
5024,perceived,j,11974,12.06,0.83
5025,yield,n,11970,12.05,0.88
5026,talking,n,11958,12.04,0.96
5027,merchant,n,11955,12.04,0.95
5028,quantum,n,11949,12.03,0.89
5029,eyebrow,n,11943,12.03,0.86
5030,surrounding,j,11942,12.03,0.95
5031,vocabulary,n,11941,12.02,0.74
5032,ashamed,j,11937,12.02,0.96
5033,eh,u,11934,12.02,0.92
5034,radar,n,11932,12.02,0.96
5035,stunning,j,11930,12.01,0.96
5036,murderer,n,11928,12.01,0.97
5037,burger,n,11920,12.0,0.96
5038,collar,n,11916,12.0,0.92
5039,align,v,11912,12.0,0.92
5040,textbook,n,11905,11.99,0.91
5041,sensation,n,11903,11.99,0.95
5042,afterward,r,11893,11.98,0.93
5043,charm,n,11889,11.97,0.97
5044,sunny,j,11889,11.97,0.94
5045,hammer,n,11886,11.97,0.92
5046,keyboard,n,11885,11.97,0.92
5047,persist,v,11880,11.96,0.94
5048,wheat,n,11877,11.96,0.94
5049,predator,n,11876,11.96,0.94
5050,bizarre,j,11875,11.96,0.97
